,chron1_train,chron1_test,chron5_train,chron5_test,chron10_train,chron10_test,shuffle1_train,shuffle1_test,shuffle5_train,shuffle5_test,shuffle10_train,shuffle10_test,max_test,max_test_idx
0,0.6980869280242513,0.4639107611548556,0.7256107567585309,0.3746719160104987,0.6285638859556494,0.3923884514435696,0.7965466538689321,0.550524934383202,0.7966119924710944,0.5446194225721784,0.7852426334166888,0.5229658792650919,0.550524934383202,shuffle1_test
1,0.7161798049841893,0.5105540897097626,0.6695244503288261,0.34300791556728233,0.6819342957286283,0.3311345646437995,0.751607081297021,0.570580474934037,0.7970138414217361,0.5817941952506597,0.7904451310218561,0.5771767810026385,0.5817941952506597,shuffle5_test
2,0.6360873559968903,0.581319399085565,0.6817354793561932,0.3919007184846506,0.6773191143755076,0.3866753755715219,0.7513947352520594,0.6087524493794906,0.7980355135031928,0.6126714565643371,0.7887235904488061,0.6192031352057479,0.6192031352057479,shuffle10_test
3,0.6944592087449231,0.5229357798165137,0.6396534039916236,0.4718217562254259,0.6922951297754447,0.4803407601572739,0.7778755751150229,0.5340760157273918,0.7810320487157336,0.536697247706422,0.7893780336381081,0.5301441677588467,0.536697247706422,shuffle5_test
4,0.5899116472264002,0.4392950391644909,0.7066241038476223,0.4732375979112272,0.7834811876149389,0.4778067885117494,0.7985493566496099,0.4869451697127937,0.7971930632450366,0.47911227154047,0.7924959912086926,0.4784595300261096,0.4869451697127937,shuffle1_test
5,0.8007401250692631,0.39374185136897,0.7463961165457474,0.4960886571056062,0.7497706316803523,0.5130378096479792,0.7915272472436904,0.484354628422425,0.7950989260056351,0.4817470664928292,0.7847411747669069,0.4654498044328553,0.5130378096479792,chron10_test
6,0.8023136954256845,0.5148195876288659,0.7936363541307234,0.509020618556701,0.7364517450061427,0.5296391752577321,0.7338137961464921,0.5689432989690721,0.7803988804081758,0.5728092783505154,0.7848527100900782,0.5650773195876289,0.5728092783505154,shuffle5_test
7,0.6323225025384676,0.5229180116204003,0.6330567699193155,0.5041962556488057,0.8001060624866011,0.5274370561652679,0.8029919357980443,0.5719819238218206,0.7979318198139048,0.5784377017430601,0.7933369239055167,0.5616526791478373,0.5784377017430601,shuffle5_test
8,0.7915090496420881,0.5520565552699229,0.6298038244940899,0.4755784061696658,0.7769864731702947,0.5109254498714653,0.7388763088118601,0.5649100257069408,0.791572380894135,0.5591259640102828,0.7940720354716816,0.5687660668380463,0.5687660668380463,shuffle10_test
9,0.7112376767180317,0.5366323907455013,0.7726844262295082,0.4890745501285347,0.7577273181954587,0.5006426735218509,0.707670711305117,0.5392030848329049,0.7982074134089528,0.5462724935732648,0.7970094512625194,0.5366323907455013,0.5462724935732648,shuffle5_test
