,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,precision_score_test,recall_score_test,f1_score_test,f0.5_score_test,f2_score_test,r2_score_test,cohen_kappa_score,hamming_loss,jaccard_score
0,-0.46391076115485563,0.6980869280242513,0.5032679738562091,0.46391076115485563,0.46391076115485563,0.46391076115485563,0.46391076115485563,0.46391076115485563,0.46391076115485563,-0.7135120996850843,0.18803641194089415,0.5360892388451444,0.29431556129584974
1,-0.5105540897097626,0.7161798049841893,0.5360892388451444,0.5105540897097626,0.5105540897097626,0.5105540897097626,0.5105540897097626,0.5105540897097626,0.5105540897097626,-0.6283612575166759,0.1754346869960416,0.4894459102902375,0.30161686782379965
2,-0.581319399085565,0.6360873559968903,0.5534300791556728,0.581319399085565,0.581319399085565,0.581319399085565,0.581319399085565,0.581319399085565,0.581319399085565,-0.5166842159797693,0.18073253724963778,0.418680600914435,0.30861263005584794
3,-0.5229357798165137,0.6944592087449231,0.6146309601567603,0.5229357798165137,0.5229357798165137,0.5229357798165137,0.5229357798165137,0.5229357798165137,0.5229357798165137,-0.721725357042845,0.08524941126097196,0.47706422018348627,0.22261123336038158
4,-0.43929503916449086,0.5899116472264002,0.5288335517693316,0.43929503916449086,0.43929503916449086,0.43929503916449086,0.4392950391644908,0.43929503916449086,0.43929503916449086,-0.994242972614308,0.06947993636202932,0.5607049608355091,0.19660794225091768
5,-0.39374185136897,0.8007401250692631,0.49216710182767626,0.39374185136897,0.39374185136897,0.39374185136897,0.39374185136897,0.39374185136897,0.39374185136897,-1.2801963945099644,0.11434015044707624,0.60625814863103,0.2196148735361958
6,-0.5148195876288659,0.8023136954256845,0.5182529335071708,0.5148195876288659,0.5148195876288659,0.5148195876288659,0.5148195876288659,0.5148195876288659,0.5148195876288659,-0.6916519452775154,0.26319081220399165,0.485180412371134,0.3365522236887936
7,-0.5229180116204003,0.6323225025384676,0.5618556701030928,0.5229180116204003,0.5229180116204003,0.5229180116204003,0.5229180116204003,0.5229180116204003,0.5229180116204003,-0.5596745414767319,0.23204631158346412,0.47708198837959975,0.3220774685604631
8,-0.5520565552699229,0.7915090496420881,0.5765009683666882,0.5520565552699229,0.5520565552699229,0.5520565552699229,0.5520565552699229,0.5520565552699229,0.5520565552699229,-0.473106290271198,0.2731778714826063,0.44794344473007713,0.33157316154170463
9,-0.5366323907455013,0.7112376767180317,0.5758354755784062,0.5366323907455013,0.5366323907455013,0.5366323907455013,0.5366323907455013,0.5366323907455013,0.5366323907455013,-0.5538566097872819,0.2603343763639505,0.4633676092544987,0.3265172785847164
