,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
12,0.148143745,0.148168109,0.148314339,0.14828377,0.148200849,0.148230485,0.148386076,0.148703525,0.149089068,0.149456343,0.149757146,0.149956022,0.149854196,0.149823066,0.149986966,0.150260839,0.15046147,0.150678471,0.150897243,0.150954916,0.151024971,0.151000037,0.15099677,0.151020788,0.151065734,0.15121023,0.151321953,0.151439371,0.1516136,0.151830635,0.152055275,0.152272996,0.152531258,0.152801469,0.153093772,0.153392906,0.153335806,0.153402049,0.153561321,0.153575301
13,0.152781823,0.152833,0.153027496,0.153074843,0.153075699,0.153182646,0.15337511,0.153792793,0.154230823,0.154637957,0.154968249,0.155189432,0.15511202,0.155092,0.155070407,0.15530859,0.155518636,0.155744782,0.155977208,0.156049411,0.156133931,0.156118968,0.156102781,0.156028188,0.155942317,0.156083288,0.156203273,0.15632495,0.156501682,0.156717565,0.15693867,0.157150771,0.157401611,0.157660462,0.157946608,0.158256355,0.158211841,0.158282972,0.158448264,0.158458897
14,0.157283678,0.15732745,0.157528639,0.15762839,0.157666747,0.157847063,0.1583141,0.158788072,0.159231603,0.159641506,0.159974544,0.160198302,0.160127016,0.160113512,0.160069791,0.160060152,0.160206508,0.16045509,0.160711092,0.160807189,0.160914319,0.160918911,0.16092388,0.160866001,0.160742823,0.160756815,0.160848708,0.160979467,0.161177138,0.161420297,0.161667929,0.161903823,0.162177274,0.162467896,0.162775058,0.163072984,0.163006039,0.163052723,0.163192668,0.163153086
15,0.161514065,0.16163735,0.161973512,0.162118017,0.162171089,0.162377238,0.162900241,0.163383717,0.163828372,0.164234892,0.164558484,0.164781199,0.16473047,0.164735294,0.164710312,0.164722997,0.164828278,0.165052451,0.16530253,0.165394364,0.165497078,0.165493834,0.165492696,0.165426161,0.165282885,0.16520616,0.165107161,0.165201248,0.165417645,0.165686347,0.165952296,0.166201419,0.166489191,0.166803991,0.167125407,0.167430426,0.167361101,0.167404493,0.167537219,0.167477358
16,0.165593959,0.165831527,0.166216893,0.166366518,0.166426288,0.166835723,0.167413241,0.167913031,0.168372317,0.168790577,0.169123127,0.169354571,0.169299434,0.169299193,0.169260786,0.169216454,0.169127963,0.169281076,0.169520722,0.169605585,0.169704321,0.169696692,0.16969386,0.16962513,0.169477542,0.16940418,0.169286142,0.169277846,0.169499988,0.169789775,0.170069256,0.17032648,0.170618068,0.170932862,0.171250603,0.171544954,0.171449491,0.171478786,0.171593971,0.171516782
17,0.169539765,0.169754601,0.170130038,0.170276897,0.170510167,0.171095411,0.171676929,0.172169786,0.172627683,0.173044677,0.173374709,0.173602027,0.173545626,0.17354207,0.173497058,0.173445881,0.17333196,0.173289972,0.173393584,0.173483379,0.17358963,0.173591563,0.173600567,0.173545137,0.173417776,0.173375592,0.173294663,0.173312213,0.173524974,0.173807758,0.174083087,0.174337272,0.174623745,0.174931168,0.175247284,0.175552274,0.17545834,0.175485122,0.175603019,0.175520906
18,0.17331628,0.173466233,0.17381795,0.173958385,0.174380483,0.174971481,0.175549961,0.176040189,0.176492441,0.176903068,0.177226223,0.177448759,0.177391857,0.177387722,0.177343085,0.177295468,0.177184647,0.177145873,0.177196096,0.177278596,0.177413524,0.177442608,0.177483873,0.17744927,0.177338354,0.17730361,0.177211333,0.177160886,0.17739337,0.17769671,0.177991036,0.178260844,0.17855999,0.178880952,0.179200561,0.17949782,0.179390281,0.179400338,0.179499229,0.179396449
19,0.176972918,0.177112065,0.177461008,0.177615316,0.178066255,0.178656531,0.179236751,0.179738789,0.180279936,0.180615788,0.180942101,0.181166398,0.181111983,0.181115118,0.181073238,0.181029357,0.180917652,0.180886762,0.180961114,0.180962137,0.181071002,0.181103734,0.181151737,0.181127175,0.18104535,0.181072523,0.18102523,0.180966306,0.181077263,0.181390686,0.181696688,0.181978139,0.182287213,0.182618877,0.182949849,0.18325553,0.183153658,0.18317294,0.1832819,0.183190661
20,0.180606075,0.180684984,0.180967297,0.181199494,0.181688208,0.182272581,0.18284581,0.183342695,0.183964366,0.184222588,0.184546141,0.184768806,0.184717347,0.184723812,0.184684434,0.184642329,0.184533975,0.184506191,0.184582187,0.184571809,0.184646221,0.184666851,0.184717404,0.184712587,0.184671652,0.184722378,0.184686418,0.184636393,0.18465201,0.184865478,0.185170119,0.185457327,0.185770615,0.186106542,0.186441403,0.18675944,0.186657104,0.186722016,0.186847614,0.186805911
21,0.184106406,0.184176256,0.18444888,0.184674441,0.185151781,0.185724008,0.186283682,0.186764216,0.187549992,0.187644663,0.187961416,0.188182263,0.188129794,0.188134378,0.188096715,0.188057704,0.187953425,0.187930995,0.188009683,0.187999231,0.188068782,0.188087643,0.188142912,0.18814691,0.188113019,0.188168681,0.188134543,0.188082833,0.188093064,0.188250247,0.188554875,0.188856985,0.189168508,0.189537691,0.189886185,0.190252953,0.190152628,0.190219433,0.190343661,0.190310446
22,0.187416717,0.187495502,0.18777562,0.188087558,0.188505766,0.189076116,0.189638207,0.190120136,0.190954506,0.19102767,0.191327306,0.19153965,0.191484111,0.191488702,0.191453557,0.191416959,0.191315277,0.191296293,0.191378345,0.191369486,0.191438079,0.191455873,0.191513071,0.191518654,0.191485768,0.191546039,0.19151656,0.191456278,0.191466164,0.19160029,0.191888214,0.192238086,0.192550796,0.192938761,0.193294386,0.193665159,0.193595559,0.193660164,0.193833757,0.193803951
