,chron1_train,chron1_test,chron5_train,chron5_test,chron10_train,chron10_test,shuffle1_train,shuffle1_test,shuffle5_train,shuffle5_test,shuffle10_train,shuffle10_test,max_test,max_test_idx
0,0.7568514194420548,0.4822834645669291,0.7568241742612387,0.484251968503937,0.7248368052222329,0.4822834645669291,0.7077215267425001,0.5137795275590551,0.8047432105404678,0.4927821522309711,0.6903672632149072,0.4980314960629921,0.5137795275590551,shuffle1_test
1,0.6708523553395491,0.4782321899736148,0.7579384889197578,0.4604221635883905,0.7107942731539239,0.4445910290237467,0.7482509683045039,0.4821899736147757,0.711338004101162,0.4940633245382586,0.7368234351756494,0.4676781002638522,0.4940633245382586,shuffle5_test
2,0.6646507072685601,0.4467668190725017,0.6932335683910211,0.4225996080992816,0.6734701084077828,0.4376224689745265,0.7812531469658215,0.4813847158719791,0.6430511063495767,0.465708687132593,0.7694711838979873,0.4898758981058132,0.4898758981058132,shuffle10_test
3,0.7902221330792759,0.4921363040629096,0.7222530877387923,0.4875491480996068,0.7970836978710995,0.4875491480996068,0.7185237047409482,0.5275229357798165,0.7262268484375988,0.5216251638269986,0.6867705158595778,0.5124508519003932,0.5275229357798165,shuffle1_test
4,0.6570478021375993,0.4588772845953002,0.7994633691087261,0.4725848563968668,0.7471980938942158,0.4523498694516971,0.7510954344478116,0.4673629242819843,0.6940313347078463,0.4960835509138381,0.7452763542986578,0.4751958224543081,0.4960835509138381,shuffle5_test
5,0.639238502335154,0.4322033898305085,0.6947360662124739,0.4295958279009127,0.7100096334694252,0.4322033898305085,0.7315053349520791,0.4302477183833116,0.6926483890084526,0.4524119947848762,0.7169910104599481,0.4426336375488918,0.4524119947848762,shuffle5_test
6,0.6788740146645437,0.4916237113402062,0.7044344761964512,0.4890463917525773,0.7073417663921372,0.4896907216494845,0.7382654311908614,0.5193298969072165,0.6215283874366099,0.4832474226804124,0.6907575858176748,0.5180412371134021,0.5193298969072165,shuffle1_test
7,0.6774779348590174,0.5054874112330536,0.7761290121597907,0.4938670109748224,0.7015356494070656,0.4828921885087153,0.8040730063500721,0.5087153001936734,0.7129271520461237,0.5235635894125242,0.7125710328757185,0.5009683666881859,0.5235635894125242,shuffle5_test
8,0.7052416147742924,0.5578406169665809,0.6679559378674423,0.5160668380462725,0.7421616053032339,0.5282776349614395,0.6574928874179876,0.5494858611825193,0.7150632988808024,0.5501285347043702,0.7672280103968722,0.5430591259640103,0.5578406169665809,chron1_test
9,0.6618289051432537,0.4775064267352186,0.6712909836065574,0.4601542416452442,0.7324530692541096,0.4652956298200514,0.7310443628252217,0.48714652956298204,0.6804537168320842,0.4916452442159383,0.6812070705426609,0.480719794344473,0.4916452442159383,shuffle5_test
10,0.7700468197964441,0.5238701464035647,0.7204942393030167,0.5149586250795671,0.7413791200909261,0.5168682367918523,0.6884039971721726,0.5238701464035647,0.7052045806750257,0.5162316995544239,0.7395659252390862,0.5079567154678549,0.5238701464035647,chron1_test
11,0.7556914939160713,0.5323925593329057,0.7284327603640041,0.5509942270686338,0.7541994937596563,0.522771007055805,0.7509444708115804,0.5388069275176395,0.7562090065589505,0.5381654906991661,0.7505034923083516,0.5150737652341244,0.5509942270686338,chron5_test
12,0.7049502703929206,0.527191298784389,0.657795860960418,0.5111964171465131,0.6686333206335383,0.49072296865003207,0.6276689090377303,0.5188739603326935,0.7010991632048658,0.5137555982085733,0.6903017654449816,0.5143953934740882,0.527191298784389,chron1_test
13,0.6584554366112464,0.4802043422733078,0.7394690336172209,0.4782886334610473,0.7406017477072158,0.4719029374201788,0.7821727385284959,0.4948914431673052,0.7205722528503962,0.4936143039591315,0.7108271759151441,0.5012771392081737,0.5012771392081737,shuffle10_test
14,0.6460490412290211,0.5185651353052234,0.7537290473685777,0.5129011957205789,0.7144346517626827,0.5280050346129641,0.7556426039917926,0.5336689741976086,0.7359491507107702,0.5298930144745123,0.749486869112152,0.5368156073001888,0.5368156073001888,shuffle10_test
15,0.6800263911087983,0.5604534005037783,0.719436030507237,0.5585642317380353,0.6689848941307182,0.5365239294710328,0.6808086428339593,0.5415617128463476,0.6753699633699634,0.5396725440806045,0.710633176347462,0.5560453400503779,0.5604534005037783,chron1_test
16,0.6881215571740176,0.5075187969924813,0.6587486140955072,0.5112781954887218,0.7505178732671164,0.5043859649122807,0.7229063471418952,0.5231829573934837,0.6879578710091137,0.5187969924812029,0.7743933542228376,0.5006265664160401,0.5231829573934837,shuffle1_test
17,0.7144039354512436,0.5112923462986199,0.6992259563294908,0.5213299874529486,0.6661666208878277,0.5163111668757842,0.7516862284461003,0.5100376411543287,0.7280627138631662,0.5269761606022585,0.7583292770073635,0.5225846925972396,0.5269761606022585,shuffle5_test
18,0.6275031790030281,0.5244974874371859,0.661810977741522,0.5251256281407035,0.707524667164038,0.5207286432160804,0.7005697693529831,0.5571608040201005,0.7695940292191242,0.5546482412060302,0.7744046330932286,0.5452261306532663,0.5571608040201005,shuffle1_test
19,0.7375952374450422,0.5402663284717819,0.7484201372113247,0.5389980976537729,0.7215887117846878,0.5345592897907421,0.7309981372949889,0.5351934051997463,0.7947130155144856,0.5428027901077996,0.7574371648020345,0.5485098287888396,0.5485098287888396,shuffle10_test
