,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_boost_round,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,precision_score_test,recall_score_test,f1_score_test,status
0,0.6,5,gbdt,0.4,0,1,1,255,multi_error,250,0.4,100,6,400,12,multiclass,0.66,-0.307193029,0.987473079,0.304466376,0.307193029,0.307193029,0.307193029,0.307193029,ok
1,0.8,2,gbdt,0.4,0.4,5,1,255,multi_error,500,0.2,100,6,400,12,multiclass,0.75,-0.315343351,0.998152576,0.31691414,0.315343351,0.315343351,0.315343351,0.315343351,ok
2,0.6,5,gbdt,0.4,0.4,0.5,1,200,multi_error,750,0.2,100,6,400,12,multiclass,0.66,-0.311579384,0.692151904,0.315076613,0.311579384,0.311579384,0.311579384,0.311579384,ok
3,0.4,8,gbdt,0.6,0.4,0.5,0.5,200,multi_error,500,0.4,100,6,200,12,multiclass,0.7,-0.327524377,0.551648851,0.32387896,0.327524377,0.327524377,0.327524377,0.327524377,ok
4,0.4,5,gbdt,0.6,0,1,1,255,multi_error,750,0.4,100,6,400,12,multiclass,0.66,-0.302332474,0.444873644,0.30983077,0.302332474,0.302332474,0.302332474,0.302332474,ok
5,0.8,2,gbdt,0.8,0,0.5,0.05,255,multi_error,750,0.4,100,6,200,12,multiclass,0.75,-0.353872144,0.514739879,0.354109244,0.353872144,0.353872144,0.353872144,0.353872144,ok
6,0.4,2,gbdt,0.8,1,1,0.01,200,multi_error,750,0.05,100,6,400,12,multiclass,0.75,-0.307578317,0.347967833,0.308645268,0.307578317,0.307578317,0.307578317,0.307578317,ok
7,0.4,8,gbdt,0.6,0,1,0.1,255,multi_error,750,0.4,100,6,400,12,multiclass,0.66,-0.342846981,0.45842801,0.345840372,0.342846981,0.342846981,0.342846981,0.342846981,ok
8,0.4,2,gbdt,0.8,1,1,0.1,255,multi_error,500,0.2,100,6,300,12,multiclass,0.7,-0.358258499,0.526367786,0.352627367,0.358258499,0.358258499,0.358258499,0.358258499,ok
9,0.8,2,gbdt,0.4,1,5,0.1,255,multi_error,750,0.05,100,6,400,12,multiclass,0.75,-0.360125663,0.598861907,0.359384725,0.360125663,0.360125663,0.360125663,0.360125663,ok
10,0.6,5,gbdt,0.6,0,5,0.5,300,multi_error,750,0.2,100,6,200,12,multiclass,0.75,-0.340890904,0.779227836,0.337808601,0.340890904,0.340890904,0.340890904,0.340890904,ok
11,0.6,8,gbdt,0.8,0.4,0,1,200,multi_error,750,0.05,100,6,400,12,multiclass,0.75,-0.306185353,0.597528205,0.313891112,0.306185353,0.306185353,0.306185353,0.306185353,ok
