,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_boost_round,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,,precision_score_test,recall_score_test,f1_score_test,status
424,0.34437829,2,gbdt,0.1,3,800,0.07906622,63,multi_error,1800,0.6,1000,3,50,12,multiclass,0.708066732,-0.512195845,0.562091245,0.520049791,0.512195845,0.0498954,0.512195845,0.512195845,0.512195845,ok
361,0.287391755,4,gbdt,0.1,3,400,0.090597341,63,multi_error,1800,0.6,1000,3,90,12,multiclass,0.73616019,-0.512047657,0.574539132,0.518241902,0.512047657,0.062491475,0.512047657,0.512047657,0.512047657,ok
401,0.34511104,2,gbdt,0.3,7,800,0.07576902,255,multi_error,3200,0.6,1000,3,80,12,multiclass,0.739120653,-0.511988382,0.554602754,0.508876441,0.511988382,0.042614372,0.511988382,0.511988382,0.511988382,ok
344,0.393211901,3,gbdt,0.5,15,400,0.08892544,127,multi_error,3200,0.7,1000,3,115,12,multiclass,0.709441883,-0.511929107,0.572602794,0.521561305,0.511929107,0.060673687,0.511929107,0.511929107,0.511929107,ok
472,0.372617758,4,gbdt,0.1,3,400,0.092269228,127,multi_error,1800,1.8,1000,3,85,12,multiclass,0.702199223,-0.511929107,0.547756417,0.515218873,0.511929107,0.03582731,0.511929107,0.511929107,0.511929107,ok
407,0.366301987,5,gbdt,0.6,15,270,0.091589882,127,multi_error,1800,1.2,1000,3,75,12,multiclass,0.687026561,-0.511899469,0.586384383,0.51465576,0.511899469,0.074484914,0.511899469,0.511899469,0.511899469,ok
100,0.2,2,gbdt,0.3,5,135,0.07594247,255,multi_error,1200,2.4,1000,3,75,12,multiclass,0.719213283,-0.511840194,0.55588706,0.514063009,0.511840194,0.044046866,0.511840194,0.511840194,0.511840194,ok
412,0.398343727,4,gbdt,0.1,3,400,0.093358044,127,multi_error,1800,0.6,1000,3,50,12,multiclass,0.677427013,-0.511662369,0.59009899,0.515841261,0.511662369,0.078436621,0.511662369,0.511662369,0.511662369,ok
116,0.3,5,gbdt,0.6,5,45,0.062018518,255,multi_error,1800,2.4,1000,3,125,12,multiclass,0.688063404,-0.511632732,0.559453478,0.51453721,0.511632732,0.047820746,0.511632732,0.511632732,0.511632732,ok
360,0.201924073,4,gbdt,0.4,3,400,0.086938981,255,multi_error,1800,1,1000,3,120,12,multiclass,0.690686805,-0.511514182,0.552291004,0.506535076,0.511514182,0.040776822,0.511514182,0.511514182,0.511514182,ok
337,0.258559369,2,gbdt,0.6,7,400,0.08975808,255,multi_error,1800,0.6,1000,3,115,12,multiclass,0.685870735,-0.511039981,0.577097864,0.507009277,0.511039981,0.066057883,0.511039981,0.511039981,0.511039981,ok
436,0.353093488,4,gbdt,0.4,3,270,0.081253667,63,multi_error,1800,6.4,1000,3,110,12,multiclass,0.732672951,-0.511039981,0.530655391,0.506920364,0.511039981,0.01961541,0.511039981,0.511039981,0.511039981,ok
111,0.2,1,gbdt,0.6,2,135,0.078775512,255,multi_error,1200,2.4,1000,3,125,12,multiclass,0.680882042,-0.510980706,0.553091225,0.509024629,0.510980706,0.042110519,0.510980706,0.510980706,0.510980706,ok
433,0.366517405,2,gbdt,0.2,7,800,0.09859618,127,multi_error,3200,0.6,1000,3,55,12,multiclass,0.722729042,-0.510921431,0.560945249,0.514744673,0.510921431,0.050023818,0.510921431,0.510921431,0.510921431,ok
237,0.1,1,gbdt,0.4,2,135,0.077650978,200,multi_error,750,1.2,1000,3,150,12,multiclass,0.725512632,-0.510832518,0.560619233,0.515041048,0.510832518,0.049786715,0.510832518,0.510832518,0.510832518,ok
339,0.238304729,4,gbdt,0.4,5,800,0.095269927,255,multi_error,1800,1,1000,3,90,12,multiclass,0.70795374,-0.510802881,0.55630199,0.522746807,0.510802881,0.045499109,0.510802881,0.510802881,0.510802881,ok
443,0.376258345,3,gbdt,0.2,3,540,0.096927432,127,multi_error,1800,3.2,1000,3,90,12,multiclass,0.744217871,-0.510684331,0.552034143,0.518034439,0.510684331,0.041349812,0.510684331,0.510684331,0.510684331,ok
318,0.305281412,4,gbdt,0.3,5,540,0.097727499,127,multi_error,3200,1.2,1000,3,95,12,multiclass,0.694031894,-0.510654693,0.545326115,0.503838061,0.510654693,0.034671422,0.510654693,0.510654693,0.510654693,ok
213,0.2,2,gbdt,0.4,2,45,0.089643244,200,multi_error,750,2.4,1000,3,125,12,multiclass,0.704309535,-0.510625056,0.569895872,0.511662369,0.510625056,0.059270816,0.510625056,0.510625056,0.510625056,ok
113,0.6,3,gbdt,0.2,5,15,0.098933989,255,multi_error,750,2.4,1000,3,150,12,multiclass,0.660865123,-0.510565781,0.589308648,0.516315462,0.510565781,0.078742867,0.510565781,0.510565781,0.510565781,ok
490,0.366358357,4,gbdt,0.2,7,400,0.0916955,127,multi_error,1800,0.5,1000,3,60,12,multiclass,0.681708522,-0.510269405,0.593843236,0.508402241,0.510269405,0.083573831,0.510269405,0.510269405,0.510269405,ok
197,0.2,1,gbdt,0.3,10,45,0.074825185,255,multi_error,1800,1.2,1000,3,125,12,multiclass,0.71373978,-0.510150855,0.554582996,0.515663436,0.510150855,0.044432141,0.510150855,0.510150855,0.510150855,ok
212,0.1,1,gbdt,0.6,2,270,0.082926828,128,multi_error,750,0.6,1000,3,50,12,multiclass,0.737300886,-0.509943392,0.562595088,0.511869832,0.509943392,0.052651696,0.509943392,0.509943392,0.509943392,ok
222,0.2,2,gbdt,0.3,10,270,0.099906827,255,multi_error,1800,0.6,1000,3,125,12,multiclass,0.693896085,-0.509765567,0.555995732,0.508728253,0.509765567,0.046230165,0.509765567,0.509765567,0.509765567,ok
321,0.335837678,3,gbdt,0.1,3,400,0.09432286,63,multi_error,1800,3.2,1000,3,125,12,multiclass,0.745390067,-0.509498829,0.541344767,0.514122284,0.509498829,0.031845938,0.509498829,0.509498829,0.509498829,ok
380,0.335504983,2,gbdt,0.4,5,800,0.086892372,127,multi_error,2400,3.2,1000,3,65,12,multiclass,0.710733255,-0.509498829,0.540722373,0.512195845,0.509498829,0.031223544,0.509498829,0.509498829,0.509498829,ok
107,0.1,1,gbdt,0.4,2,270,0.061102656,255,multi_error,750,1.2,1000,3,125,12,multiclass,0.699480853,-0.509498829,0.540514908,0.504430811,0.509498829,0.031016079,0.509498829,0.509498829,0.509498829,ok
274,0.1,2,gbdt,0.6,5,45,0.078710719,255,multi_error,750,0.6,1000,3,50,12,multiclass,0.695085695,-0.509261729,0.568947462,0.505912688,0.509261729,0.059685733,0.509261729,0.509261729,0.509261729,ok
141,0.1,1,gbdt,0.4,2,270,0.07912295,200,multi_error,750,0.6,1000,3,50,12,multiclass,0.689163566,-0.509172816,0.548556638,0.5055274,0.509172816,0.039383822,0.509172816,0.509172816,0.509172816,ok
330,0.244258596,4,gbdt,0.6,15,400,0.099654642,63,multi_error,1800,1.8,1000,3,85,12,multiclass,0.718103279,-0.508994991,0.547489676,0.513144246,0.508994991,0.038494685,0.508994991,0.508994991,0.508994991,ok
359,0.254533548,4,gbdt,0.4,3,400,0.088296967,63,multi_error,2400,0.6,1000,3,115,12,multiclass,0.679203164,-0.508965354,0.551540179,0.503215672,0.508965354,0.042574825,0.508965354,0.508965354,0.508965354,ok
181,0.1,3,gbdt,0.6,2,45,0.089824229,255,multi_error,1200,0.6,1000,3,125,12,multiclass,0.726650398,-0.508846804,0.53884531,0.504193711,0.508846804,0.029998506,0.508846804,0.508846804,0.508846804,ok
325,0.317403648,3,gbdt,0.6,7,540,0.077347499,63,multi_error,1800,3.2,1000,3,110,12,multiclass,0.714338893,-0.508757891,0.542836538,0.514033372,0.508757891,0.034078647,0.508757891,0.508757891,0.508757891,ok
357,0.29461174,4,gbdt,0.4,3,400,0.098028974,127,multi_error,3200,0.6,1000,3,70,12,multiclass,0.735468216,-0.508491153,0.547262453,0.515781986,0.508491153,0.0387713,0.508491153,0.508491153,0.508491153,ok
440,0.349334651,2,gbdt,0.3,5,800,0.084316334,255,multi_error,2400,1.2,1000,3,50,12,multiclass,0.724933499,-0.508431878,0.563889273,0.521057467,0.508431878,0.055457395,0.508431878,0.508431878,0.508431878,ok
343,0.372139046,3,gbdt,0.5,15,540,0.078284294,127,multi_error,2400,0.7,1000,3,120,12,multiclass,0.700080657,-0.508372603,0.569727925,0.513499896,0.508372603,0.061355322,0.508372603,0.508372603,0.508372603,ok
189,0.1,5,gbdt,0.6,2,45,0.078315653,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.728578764,-0.507898403,0.575141768,0.511958745,0.507898403,0.067243365,0.507898403,0.507898403,0.507898403,ok
419,0.323484801,2,gbdt,0.4,5,800,0.095525168,127,multi_error,1800,0.7,1000,3,80,12,multiclass,0.698567007,-0.507661302,0.581128608,0.515663436,0.507661302,0.073467306,0.507661302,0.507661302,0.507661302,ok
324,0.280103269,5,gbdt,0.6,7,400,0.091370923,63,multi_error,2400,0.7,1000,3,115,12,multiclass,0.6838515,-0.507542752,0.558900239,0.509647017,0.507542752,0.051357487,0.507542752,0.507542752,0.507542752,ok
19,0.2,2,gbdt,0.2,0.4,45,0.05,200,multi_error,1200,0.3,1000,3,200,12,multiclass,0.66,-0.507513115,0.560737784,0.510891793,0.507513115,0.053224669,0.507513115,0.507513115,0.507513115,ok
497,0.211451674,4,gbdt,0.4,3,400,0.095257393,127,multi_error,1800,1.2,1000,3,55,12,multiclass,0.729885525,-0.507483477,0.553555551,0.513885184,0.507483477,0.046072074,0.507483477,0.507483477,0.507483477,ok
306,0.295889133,2,gbdt,0.6,7,800,0.0835473,255,multi_error,1800,1,1000,3,120,12,multiclass,0.688328253,-0.507276014,0.554810219,0.509913755,0.507276014,0.047534205,0.507276014,0.507276014,0.507276014,ok
384,0.386454052,5,gbdt,0.1,5,800,0.093286109,255,multi_error,3200,0.6,1000,3,55,12,multiclass,0.670432684,-0.507187102,0.544348067,0.501733796,0.507187102,0.037160965,0.507187102,0.507187102,0.507187102,ok
257,0.1,2,gbdt,0.4,2,45,0.083103092,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.682505292,-0.506801814,0.559226255,0.507009277,0.506801814,0.052424441,0.506801814,0.506801814,0.506801814,ok
229,0.1,3,gbdt,0.4,10,135,0.074746622,255,multi_error,750,2.4,1000,3,100,12,multiclass,0.712285087,-0.506801814,0.526930904,0.507661302,0.506801814,0.02012909,0.506801814,0.506801814,0.506801814,ok
471,0.232088038,4,gbdt,0.2,7,400,0.090317018,127,multi_error,1800,0.6,1000,3,55,12,multiclass,0.672886517,-0.506772176,0.549514928,0.506653626,0.506772176,0.042742752,0.506772176,0.506772176,0.506772176,ok
353,0.321589235,3,gbdt,0.2,3,400,0.08488719,255,multi_error,1800,0.7,1000,3,125,12,multiclass,0.662085492,-0.506653626,0.57864891,0.512847871,0.506653626,0.071995284,0.506653626,0.506653626,0.506653626,ok
196,0.1,5,gbdt,0.6,5,45,0.072308065,255,multi_error,750,0.6,1000,3,75,12,multiclass,0.704308489,-0.506623989,0.531781628,0.506772176,0.506623989,0.025157639,0.506623989,0.506623989,0.506623989,ok
492,0.395381551,3,gbdt,0.4,3,400,0.090823779,63,multi_error,1800,6.4,1000,3,50,12,multiclass,0.732594746,-0.506475801,0.533974828,0.509676655,0.506475801,0.027499027,0.506475801,0.506475801,0.506475801,ok
457,0.362886314,4,gbdt,0.4,3,400,0.094759254,127,multi_error,1800,6.4,1000,3,55,12,multiclass,0.74636161,-0.506475801,0.533135089,0.502889659,0.506475801,0.026659288,0.506475801,0.506475801,0.506475801,ok
385,0.360606724,2,gbdt,0.2,3,270,0.085381493,127,multi_error,1800,6.4,1000,3,75,12,multiclass,0.733840915,-0.506268338,0.529766256,0.502119084,0.506268338,0.023497918,0.506268338,0.506268338,0.506268338,ok
300,0.313240876,3,gbdt,0.5,7,270,0.098363472,255,multi_error,3200,1.2,1000,3,75,12,multiclass,0.675373104,-0.5060016,0.55561044,0.502919297,0.5060016,0.04960884,0.5060016,0.5060016,0.5060016,ok
310,0.355803677,3,gbdt,0.4,15,400,0.082925485,63,multi_error,3200,1.2,1000,3,75,12,multiclass,0.706430682,-0.505971963,0.551085732,0.511514182,0.505971963,0.045113769,0.505971963,0.505971963,0.505971963,ok
160,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,20,12,multiclass,0.72,-0.50588305,0.607200016,0.504519724,0.50588305,0.101316966,0.50588305,0.50588305,0.50588305,ok
158,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.58,1000,3,100,12,multiclass,0.72,-0.505853413,0.615814744,0.499303518,0.505853413,0.109961331,0.505853413,0.505853413,0.505853413,ok
468,0.392472027,4,gbdt,0.4,3,400,0.092717091,127,multi_error,2400,6.4,1000,3,75,12,multiclass,0.720884306,-0.505853413,0.530862856,0.505438487,0.505853413,0.025009443,0.505853413,0.505853413,0.505853413,ok
422,0.339649252,5,gbdt,0.4,3,400,0.086375503,255,multi_error,2400,3.2,1000,3,60,12,multiclass,0.6671675,-0.505734863,0.532779435,0.502534009,0.505734863,0.027044572,0.505734863,0.505734863,0.505734863,ok
338,0.323611176,5,gbdt,0.3,7,540,0.093569705,63,multi_error,3200,1.8,1000,3,110,12,multiclass,0.693594459,-0.505586675,0.536642232,0.510476868,0.505586675,0.031055557,0.505586675,0.505586675,0.505586675,ok
283,0.1,2,gbdt,0.6,10,45,0.080923112,255,multi_error,750,0.6,1000,3,125,12,multiclass,0.706616531,-0.505557037,0.544871668,0.508817166,0.505557037,0.039314631,0.505557037,0.505557037,0.505557037,ok
302,0.269041179,4,gbdt,0.3,5,270,0.091087768,127,multi_error,2400,0.7,1000,3,65,12,multiclass,0.706060692,-0.505349575,0.565875007,0.5168193,0.505349575,0.060525432,0.505349575,0.505349575,0.505349575,ok
393,0.318060155,5,gbdt,0.3,5,270,0.079805223,255,multi_error,1800,6.4,1000,3,85,12,multiclass,0.741887093,-0.505082837,0.52658513,0.509558104,0.505082837,0.021502293,0.505082837,0.505082837,0.505082837,ok
162,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.72,-0.504816099,0.601736777,0.505053199,0.504816099,0.096920678,0.504816099,0.504816099,0.504816099,ok
425,0.386392749,4,gbdt,0.3,7,400,0.088684527,127,multi_error,1800,6.4,1000,3,85,12,multiclass,0.731083042,-0.504727187,0.525014325,0.506712901,0.504727187,0.020287138,0.504727187,0.504727187,0.504727187,ok
308,0.248873789,4,gbdt,0.5,3,540,0.08311874,63,multi_error,3200,0.6,1000,3,105,12,multiclass,0.726665484,-0.504549361,0.542056075,0.511514182,0.504549361,0.037506714,0.504549361,0.504549361,0.504549361,ok
267,0.1,2,gbdt,0.6,5,45,0.080011286,255,multi_error,750,0.6,1000,3,100,12,multiclass,0.686657069,-0.504460449,0.569135168,0.504993924,0.504460449,0.064674719,0.504460449,0.504460449,0.504460449,ok
204,0.1,1,gbdt,0.6,10,135,0.086206734,200,multi_error,750,0.6,1000,3,125,12,multiclass,0.701095021,-0.503956611,0.551411748,0.510506505,0.503956611,0.047455137,0.503956611,0.503956611,0.503956611,ok
41,0.4,3,gbdt,0.6,17,480,0.75,31,multi_error,1200,0.62,1000,3,100,12,multiclass,0.73,-0.503541685,0.596886052,0.508016953,0.503541685,0.093344367,0.503541685,0.503541685,0.503541685,ok
415,0.284870078,4,gbdt,0.3,5,400,0.094631797,255,multi_error,1800,1.8,1000,3,65,12,multiclass,0.68941261,-0.503334222,0.554227342,0.509647017,0.503334222,0.05089312,0.503334222,0.503334222,0.503334222,ok
170,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,125,12,multiclass,0.72,-0.503215672,0.599316354,0.501229958,0.503215672,0.096100682,0.503215672,0.503215672,0.503215672,ok
480,0.39990158,5,gbdt,0.2,3,270,0.088581567,63,multi_error,1800,6.4,1000,3,65,12,multiclass,0.734166433,-0.503215672,0.530724546,0.500903945,0.503215672,0.027508874,0.503215672,0.503215672,0.503215672,ok
414,0.327447817,3,gbdt,0.4,3,540,0.099763437,127,multi_error,3200,6.4,1000,3,70,12,multiclass,0.710240257,-0.503097122,0.518849657,0.503274947,0.503097122,0.015752535,0.503097122,0.503097122,0.503097122,ok
117,0.1,2,gbdt,0.1,2,15,0.084982123,200,multi_error,1800,0.8,1000,3,75,12,multiclass,0.708143041,-0.502948935,0.52099346,0.503215672,0.502948935,0.018044525,0.502948935,0.502948935,0.502948935,ok
220,0.1,2,gbdt,0.1,2,45,0.079868035,255,multi_error,1200,0.8,1000,3,50,12,multiclass,0.729581233,-0.502889659,0.540613701,0.510269405,0.502889659,0.037724042,0.502889659,0.502889659,0.502889659,ok
376,0.368069587,2,gbdt,0.4,3,800,0.094790318,127,multi_error,1800,6.4,1000,3,65,12,multiclass,0.715239532,-0.502860022,0.526743198,0.502978572,0.502860022,0.023883176,0.502860022,0.502860022,0.502860022,ok
169,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,20,12,multiclass,0.72,-0.502741472,0.621791705,0.506149788,0.502741472,0.119050233,0.502741472,0.502741472,0.502741472,ok
24,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.72,-0.502593284,0.583390962,0.502682197,0.502593284,0.080797678,0.502593284,0.502593284,0.502593284,ok
120,0.4,3,gbdt,0.3,4,420,0.75,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.502237634,0.61436249,0.504578999,0.502237634,0.112124856,0.502237634,0.502237634,0.502237634,ok
185,0.4,3,gbdt,0.4,17,510,0.75,127,multi_error,1500,0.58,1000,3,100,12,multiclass,0.7,-0.502119084,0.605066092,0.497940191,0.502119084,0.102947008,0.502119084,0.502119084,0.502119084,ok
4,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.502089446,0.568621446,0.501022495,0.502089446,0.066532,0.502089446,0.502089446,0.502089446,ok
151,0.1,2,gbdt,0.6,2,15,0.064775926,255,multi_error,750,0.8,1000,3,150,12,multiclass,0.68364493,-0.501970896,0.54961372,0.502356184,0.501970896,0.047642824,0.501970896,0.501970896,0.501970896,ok
309,0.233455839,4,gbdt,0.4,5,400,0.084265405,255,multi_error,3200,1,1000,3,75,12,multiclass,0.699155663,-0.501733796,0.534686135,0.50120032,0.501733796,0.032952339,0.501733796,0.501733796,0.501733796,ok
23,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.72,-0.50155597,0.582037502,0.50588305,0.50155597,0.080481532,0.50155597,0.50155597,0.50155597,ok
317,0.20622642,2,gbdt,0.6,3,270,0.083220981,63,multi_error,1800,0.7,1000,3,80,12,multiclass,0.666730144,-0.501496695,0.544061568,0.507750215,0.501496695,0.042564873,0.501496695,0.501496695,0.501496695,ok
130,0.38,3,gbdt,0.6,13,450,0.75,255,multi_error,1650,0.62,1000,3,30,12,multiclass,0.71,-0.501407783,0.578135188,0.504490086,0.501407783,0.076727405,0.501407783,0.501407783,0.501407783,ok
27,0.34,4,gbdt,0.3,17,390,0.75,31,multi_error,1200,0.62,1000,3,100,12,multiclass,0.72,-0.501407783,0.55302207,0.497792004,0.501407783,0.051614287,0.501407783,0.501407783,0.501407783,ok
68,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.501229958,0.572227381,0.502711834,0.501229958,0.070997423,0.501229958,0.501229958,0.501229958,ok
30,0.4,4,gbdt,0.3,17,510,0.75,127,multi_error,1200,0.58,1000,3,125,12,multiclass,0.72,-0.501111407,0.580911264,0.508639341,0.501111407,0.079799857,0.501111407,0.501111407,0.501111407,ok
75,0.4,4,gbdt,0.6,4,480,0.75,31,multi_error,1200,0.54,1000,3,20,12,multiclass,0.71,-0.500933582,0.657396613,0.503541685,0.500933582,0.156463031,0.500933582,0.500933582,0.500933582,ok
22,0.4,4,gbdt,0.3,15,330,0.75,31,multi_error,1350,0.5,1000,3,100,12,multiclass,0.72,-0.500933582,0.633795025,0.502504372,0.500933582,0.132861443,0.500933582,0.500933582,0.500933582,ok
61,0.4,4,gbdt,0.3,4,480,0.75,63,multi_error,1350,0.5,1000,3,125,12,multiclass,0.71,-0.500903945,0.583736737,0.502860022,0.500903945,0.082832792,0.500903945,0.500903945,0.500903945,ok
164,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,50,12,multiclass,0.72,-0.500874307,0.651844461,0.507483477,0.500874307,0.150970154,0.500874307,0.500874307,0.500874307,ok
70,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.69,-0.500874307,0.600956314,0.500637207,0.500874307,0.100082007,0.500874307,0.500874307,0.500874307,ok
303,0.263752709,5,gbdt,0.2,7,800,0.08746145,255,multi_error,3200,0.5,1000,3,80,12,multiclass,0.700104007,-0.500815032,0.53681018,0.506090513,0.500815032,0.035995148,0.500815032,0.500815032,0.500815032,ok
347,0.215495389,3,gbdt,0.4,15,540,0.08869703,127,multi_error,1800,1.2,1000,3,55,12,multiclass,0.68140598,-0.500815032,0.524747585,0.504401174,0.500815032,0.023932553,0.500815032,0.500815032,0.500815032,ok
28,0.4,4,gbdt,0.3,17,420,0.75,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.74,-0.50072612,0.614263698,0.499362793,0.50072612,0.113537578,0.50072612,0.50072612,0.50072612,ok
91,0.4,3,gbdt,0.6,17,510,0.75,31,multi_error,1050,0.54,1000,3,20,12,multiclass,0.7,-0.500637207,0.639080437,0.499007143,0.500637207,0.13844323,0.500637207,0.500637207,0.500637207,ok
111,0.4,4,gbdt,0.3,17,390,0.85,63,multi_error,750,0.5,1000,3,125,12,multiclass,0.71,-0.500489019,0.6000573,0.50108177,0.500489019,0.099568281,0.500489019,0.500489019,0.500489019,ok
5,0.38,4,gbdt,0.5,15,330,0.75,63,multi_error,1350,0.54,1000,3,50,12,multiclass,0.7,-0.500489019,0.587718085,0.501052132,0.500489019,0.087229066,0.500489019,0.500489019,0.500489019,ok
163,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.72,-0.500370469,0.580111043,0.502622922,0.500370469,0.079740574,0.500370469,0.500370469,0.500370469,ok
55,0.38,3,gbdt,0.5,17,330,0.8,63,multi_error,1050,0.5,1000,3,50,12,multiclass,0.72,-0.500340832,0.598812511,0.501763433,0.500340832,0.098471679,0.500340832,0.500340832,0.500340832,ok
171,0.38,3,gbdt,0.4,17,450,0.8,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.72,-0.500222281,0.563345913,0.497377078,0.500222281,0.063123632,0.500222281,0.500222281,0.500222281,ok
404,0.338245659,4,gbdt,0.1,15,400,0.084460517,255,multi_error,1800,6.4,1000,3,85,12,multiclass,0.74329548,-0.500192644,0.517733299,0.499985181,0.500192644,0.017540655,0.500192644,0.500192644,0.500192644,ok
143,0.4,3,gbdt,0.5,4,420,0.75,31,multi_error,750,0.62,1000,3,50,12,multiclass,0.73,-0.500163006,0.614155026,0.500666844,0.500163006,0.11399202,0.500163006,0.500163006,0.500163006,ok
121,0.4,3,gbdt,0.3,4,420,0.75,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.500163006,0.597399775,0.497051065,0.500163006,0.097236769,0.500163006,0.500163006,0.500163006,ok
152,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.62,1000,3,100,12,multiclass,0.73,-0.500044456,0.560816818,0.504993924,0.500044456,0.060772362,0.500044456,0.500044456,0.500044456,ok
65,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.499985181,0.547677382,0.497732729,0.499985181,0.047692201,0.499985181,0.499985181,0.499985181,ok
50,0.4,3,gbdt,0.6,17,450,0.85,127,multi_error,1650,0.5,1000,3,100,12,multiclass,0.72,-0.499955544,0.601134141,0.497940191,0.499955544,0.101178597,0.499955544,0.499955544,0.499955544,ok
167,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,115,12,multiclass,0.72,-0.499925906,0.569668649,0.504816099,0.499925906,0.069742743,0.499925906,0.499925906,0.499925906,ok
148,0.38,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.499836994,0.575438146,0.507364927,0.499836994,0.075601152,0.499836994,0.499836994,0.499836994,ok
175,0.4,3,gbdt,0.4,17,450,0.95,127,multi_error,1500,0.58,1000,3,100,12,multiclass,0.72,-0.499836994,0.565420561,0.493109274,0.499836994,0.065583567,0.499836994,0.499836994,0.499836994,ok
159,0.4,3,gbdt,0.4,4,450,0.75,127,multi_error,1500,0.58,1000,3,100,12,multiclass,0.72,-0.499688806,0.605589694,0.502711834,0.499688806,0.105900888,0.499688806,0.499688806,0.499688806,ok
161,0.4,3,gbdt,0.4,17,450,0.8,127,multi_error,1500,0.5,1000,3,30,12,multiclass,0.72,-0.499659168,0.587629172,0.499184968,0.499659168,0.087970004,0.499659168,0.499659168,0.499659168,ok
125,0.4,3,gbdt,0.4,4,420,0.8,127,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.499629531,0.597765308,0.502296909,0.499629531,0.098135777,0.499629531,0.499629531,0.499629531,ok
410,0.351693622,2,gbdt,0.4,7,800,0.099115176,127,multi_error,1800,3.2,1000,3,70,12,multiclass,0.661216411,-0.499629531,0.525587323,0.496221215,0.499629531,0.025957792,0.499629531,0.499629531,0.499629531,ok
156,0.4,4,gbdt,0.3,15,420,0.95,31,multi_error,1350,0.62,1000,3,100,12,multiclass,0.74,-0.499570256,0.574143961,0.499451706,0.499570256,0.074573705,0.499570256,0.499570256,0.499570256,ok
33,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,30,12,multiclass,0.71,-0.499481343,0.588715892,0.50371951,0.499481343,0.089234549,0.499481343,0.499481343,0.499481343,ok
293,0.1,1,gbdt,0.4,2,45,0.093645339,255,multi_error,750,0.8,1000,3,100,12,multiclass,0.684285901,-0.499481343,0.536790421,0.502741472,0.499481343,0.037309078,0.499481343,0.499481343,0.499481343,ok
93,0.4,3,gbdt,0.5,17,360,0.75,255,multi_error,1650,0.5,1000,3,125,12,multiclass,0.69,-0.499422068,0.670130999,0.500340832,0.499422068,0.170708931,0.499422068,0.499422068,0.499422068,ok
188,0.38,3,gbdt,0.4,17,450,0.75,127,multi_error,1650,0.58,1000,3,20,12,multiclass,0.69,-0.499362793,0.619262611,0.495984114,0.499362793,0.119899818,0.499362793,0.499362793,0.499362793,ok
20,0.34,4,gbdt,0.3,2,480,0.75,127,multi_error,1350,0.62,1000,3,50,12,multiclass,0.74,-0.499362793,0.563701567,0.49856258,0.499362793,0.064338774,0.499362793,0.499362793,0.499362793,ok
63,0.4,4,gbdt,0.3,17,300,0.8,127,multi_error,1200,0.62,1000,3,30,12,multiclass,0.73,-0.499244243,0.598437099,0.49639904,0.499244243,0.099192856,0.499244243,0.499244243,0.499244243,ok
176,0.36,3,gbdt,0.4,3,450,0.75,127,multi_error,1500,0.66,1000,3,115,12,multiclass,0.7,-0.499184968,0.577097864,0.49891823,0.499184968,0.077912896,0.499184968,0.499184968,0.499184968,ok
137,0.4,3,gbdt,0.6,2,420,0.75,255,multi_error,750,0.66,1000,3,50,12,multiclass,0.72,-0.499096055,0.765258541,0.499777719,0.499096055,0.266162486,0.499096055,0.499096055,0.499096055,ok
