,loss,accuracy_train,accuracy_valid,batch_size,dropout_GRU,dropout_dense,neurons_Dense_layer,neurons_GRU_layer,num_GRU_layer,optimizer,reduced_dimension,rounding_precision,verbosity
0,0.6602326673274558,0.4646726371619859,0.3397673326725442,16.0,0.1,0.0,75.0,128.0,2.0,adam,0.75,0.5,-1.0
1,0.6523553654337733,0.38207112425006523,0.34764463456622674,64.0,0.2,0.0,75.0,128.0,1.0,sgd,0.75,0.25,-1.0
2,0.6501904116020658,0.36727241109468745,0.3498095883979342,16.0,0.0,0.5,25.0,128.0,1.0,sgd,0.75,0.25,-1.0
3,0.6631801345923105,0.8752804103990958,0.3368198654076895,64.0,0.0,0.0,75.0,128.0,1.0,RMSprop,0.75,0.25,-1.0
