,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,precision_score_test,recall_score_test,f1_score_test,f0.5_score_test,f2_score_test,r2_score_test,cohen_kappa_score,hamming_loss,jaccard_score
0,-0.4822834645669291,0.7248368052222329,0.5143957570400303,0.4822834645669291,0.4822834645669291,0.4822834645669291,0.4822834645669291,0.48228346456692917,0.48228346456692917,-0.49382537549541583,0.19619447179645566,0.5177165354330708,0.301572921308203
1,-0.4445910290237467,0.7107942731539239,0.5117759388924252,0.4445910290237467,0.4445910290237467,0.4445910290237467,0.4445910290237467,0.4445910290237467,0.4445910290237467,-0.5353388021265131,0.1707844687414941,0.5554089709762533,0.27923958549225186
2,-0.43762246897452645,0.6734701084077828,0.507627227278554,0.43762246897452645,0.43762246897452645,0.43762246897452645,0.43762246897452645,0.43762246897452645,0.43762246897452645,-0.8736969396749543,0.1807919189809981,0.5623775310254735,0.27382604801959637
3,-0.4875491480996068,0.7970836978710995,0.5074415308291992,0.4875491480996068,0.4875491480996068,0.4875491480996068,0.4875491480996068,0.4875491480996068,0.4875491480996068,-0.34952110510199286,0.214295449382903,0.5124508519003932,0.31235413176497395
4,-0.45234986945169714,0.7471980938942158,0.5159767141009055,0.45234986945169714,0.45234986945169714,0.45234986945169714,0.45234986945169714,0.4523498694516972,0.4523498694516972,-0.6807928216173056,0.1711068692444605,0.5476501305483029,0.28857545349141983
5,-0.4322033898305085,0.7100096334694252,0.517012987012987,0.4322033898305085,0.4322033898305085,0.4322033898305085,0.4322033898305085,0.4322033898305085,0.4322033898305085,-0.7778676916852119,0.1661924895080894,0.5677966101694916,0.27273256576465715
6,-0.4896907216494845,0.7073417663921372,0.5046199895887559,0.4896907216494845,0.4896907216494845,0.4896907216494845,0.4896907216494845,0.4896907216494845,0.4896907216494845,-0.44223288086406676,0.23627504645971098,0.5103092783505154,0.3220181709922891
7,-0.4828921885087153,0.7015356494070656,0.4978825982148674,0.4828921885087153,0.4828921885087153,0.4828921885087153,0.48289218850871524,0.4828921885087153,0.4828921885087153,-0.3940382282461734,0.2184489656054277,0.5171078114912847,0.3096724401726672
8,-0.5282776349614395,0.7421616053032339,0.49775141758456626,0.5282776349614395,0.5282776349614395,0.5282776349614395,0.5282776349614395,0.5282776349614395,0.5282776349614395,-0.3889730407713763,0.2726276893447749,0.4717223650385604,0.34992077985211983
9,-0.4652956298200514,0.7324530692541096,0.502671009771987,0.4652956298200514,0.4652956298200514,0.4652956298200514,0.4652956298200514,0.4652956298200514,0.4652956298200514,-0.6085985384828216,0.19661715772241473,0.5347043701799485,0.3042765071750579
10,-0.5168682367918523,0.7413791200909261,0.5031217481789803,0.5168682367918523,0.5168682367918523,0.5168682367918523,0.5168682367918523,0.5168682367918523,0.5168682367918523,-0.4580094202527092,0.2730634100127234,0.48313176320814766,0.34656648924245625
11,-0.522771007055805,0.7541994937596563,0.497438889969526,0.522771007055805,0.522771007055805,0.522771007055805,0.522771007055805,0.522771007055805,0.522771007055805,-0.3544808806864954,0.26881888532791376,0.477228992944195,0.34148045945815086
12,-0.490722968650032,0.6686333206335383,0.5041381094012672,0.490722968650032,0.490722968650032,0.490722968650032,0.490722968650032,0.490722968650032,0.490722968650032,-0.5509514511065168,0.22800877880428816,0.509277031349968,0.32132030891870317
13,-0.4719029374201788,0.7406017477072158,0.5026455026455027,0.4719029374201788,0.4719029374201788,0.4719029374201788,0.4719029374201788,0.4719029374201788,0.4719029374201788,-0.6160552091345755,0.19653994308512845,0.5280970625798213,0.2985741405606528
14,-0.5280050346129641,0.7144346517626827,0.5012871669455529,0.5280050346129641,0.5280050346129641,0.5280050346129641,0.5280050346129641,0.5280050346129641,0.5280050346129641,-0.24349232634267137,0.28114033129975613,0.4719949653870359,0.3500302339065213
15,-0.5365239294710328,0.6689848941307182,0.5074062199422892,0.5365239294710328,0.5365239294710328,0.5365239294710328,0.5365239294710328,0.5365239294710328,0.5365239294710328,-0.30308630820995064,0.29525295732931667,0.4634760705289673,0.3559803201821145
16,-0.5043859649122807,0.7505178732671164,0.5166464310818583,0.5043859649122807,0.5043859649122807,0.5043859649122807,0.5043859649122807,0.5043859649122807,0.5043859649122807,-0.49258153787771564,0.2526528469006164,0.4956140350877193,0.3343611056880873
17,-0.5163111668757842,0.6661666208878277,0.5187663289364685,0.5163111668757842,0.5163111668757842,0.5163111668757842,0.5163111668757842,0.5163111668757842,0.5163111668757842,-0.4528742173131215,0.27038353465988985,0.4836888331242158,0.3452157822132486
18,-0.5207286432160804,0.707524667164038,0.516075740246537,0.5207286432160804,0.5207286432160804,0.5207286432160804,0.5207286432160804,0.5207286432160804,0.5207286432160804,-0.3604100347434993,0.27450083318899365,0.4792713567839196,0.3466871365412921
19,-0.534559289790742,0.7215887117846878,0.5261189298846203,0.534559289790742,0.534559289790742,0.534559289790742,0.534559289790742,0.534559289790742,0.534559289790742,-0.3392927542663968,0.2958450944130816,0.4654407102092581,0.35923741299724776
20,-0.5275288092189501,0.6887694083634057,0.5244064577397911,0.5275288092189501,0.5275288092189501,0.5275288092189501,0.5275288092189501,0.5275288092189501,0.5275288092189501,-0.41401816709204686,0.27349615589925613,0.47247119078104993,0.3474189107438154
21,-0.5054874112330536,0.6886322955789387,0.529583174965159,0.5054874112330536,0.5054874112330536,0.5054874112330536,0.5054874112330536,0.5054874112330536,0.5054874112330536,-0.4524595263362039,0.25634284088323744,0.4945125887669464,0.3366581708556124
22,-0.5312298776561494,0.7381187711061692,0.5233265720081136,0.5312298776561494,0.5312298776561494,0.5312298776561494,0.5312298776561494,0.5312298776561494,0.5312298776561494,-0.33814671759301285,0.29206248422834924,0.4687701223438506,0.3578103732359052
23,-0.5557003257328991,0.7305391062024875,0.5227705188380058,0.5557003257328991,0.5557003257328991,0.5557003257328991,0.5557003257328991,0.5557003257328991,0.5557003257328991,-0.33733967615945515,0.32169554408133416,0.444299674267101,0.37571375394372547
24,-0.5348684210526315,0.6663675758348203,0.5282491261518907,0.5348684210526315,0.5348684210526315,0.5348684210526315,0.5348684210526315,0.5348684210526315,0.5348684210526315,-0.33925097834679896,0.2765374185747793,0.4651315789473684,0.3531218357303536
25,-0.4877887788778878,0.7063359204585806,0.5377888420783863,0.4877887788778878,0.4877887788778878,0.4877887788778878,0.4877887788778878,0.4877887788778878,0.4877887788778878,-0.5267494595582809,0.23140489384124963,0.5122112211221123,0.3222503351703762
26,-0.5075409836065574,0.6927161677855737,0.5298531392291412,0.5075409836065574,0.5075409836065574,0.5075409836065574,0.5075409836065574,0.5075409836065574,0.5075409836065574,-0.46024194193993817,0.25244902861290464,0.49245901639344264,0.3339902571375237
27,-0.5649867374005305,0.7131191176913728,0.5336296868960185,0.5649867374005305,0.5649867374005305,0.5649867374005305,0.5649867374005305,0.5649867374005305,0.5649867374005305,-0.26312627138278044,0.33673487175842554,0.4350132625994695,0.38449568368785497
28,-0.5102581072137657,0.7458389563652722,0.5320031096138896,0.5102581072137657,0.5102581072137657,0.5102581072137657,0.5102581072137657,0.5102581072137657,0.5102581072137657,-0.40983767271012117,0.25059700102074933,0.48974189278623426,0.3373169441126726
29,-0.5152317880794702,0.685153125186556,0.5325952458482579,0.5152317880794702,0.5152317880794702,0.5152317880794702,0.5152317880794702,0.5152317880794702,0.5152317880794702,-0.5009593141924071,0.26957211300181727,0.4847682119205298,0.3434225514896023
30,-0.5482804232804233,0.6813945426632991,0.5311355311355311,0.5482804232804233,0.5482804232804233,0.5482804232804233,0.5482804232804233,0.5482804232804233,0.5482804232804233,-0.2864365994563858,0.31625158490278715,0.45171957671957674,0.372348103804048
31,-0.5324414715719064,0.7900492018260878,0.531303320645754,0.5324414715719064,0.5324414715719064,0.5324414715719064,0.5324414715719064,0.5324414715719064,0.5324414715719064,-0.4220018571475528,0.2920408839352312,0.46755852842809364,0.3562223205054291
32,-0.5569790964261632,0.6989983305509182,0.5376712328767124,0.5569790964261632,0.5569790964261632,0.5569790964261632,0.5569790964261632,0.5569790964261632,0.5569790964261632,-0.3660121430959151,0.3190187136342192,0.44302090357383683,0.37701411186410194
33,-0.5010141987829615,0.6882758620689655,0.537316395394998,0.5010141987829615,0.5010141987829615,0.5010141987829615,0.5010141987829615,0.5010141987829615,0.5010141987829615,-0.49534786126652586,0.25197833036935,0.49898580121703856,0.33362824162954835
34,-0.5407956844234659,0.6894998976598212,0.5332713507769956,0.5407956844234659,0.5407956844234659,0.5407956844234659,0.5407956844234659,0.5407956844234659,0.5407956844234659,-0.38330053517780316,0.3016828651716469,0.4592043155765341,0.36352940202759765
35,-0.5645706558485463,0.7497572061222905,0.536648691831436,0.5645706558485463,0.5645706558485463,0.5645706558485463,0.5645706558485463,0.5645706558485463,0.5645706558485463,-0.18946592973128884,0.34178768749157773,0.4354293441514537,0.38621174147489934
36,-0.5296096904441454,0.7713403419101276,0.5438104771438105,0.5296096904441454,0.5296096904441454,0.5296096904441454,0.5296096904441454,0.5296096904441454,0.5296096904441454,-0.43649098173860335,0.28536753505690426,0.47039030955585465,0.3545905176699879
37,-0.4936026936026936,0.708185396727385,0.541081225746019,0.4936026936026936,0.4936026936026936,0.4936026936026936,0.4936026936026936,0.4936026936026936,0.4936026936026936,-0.5842405431026574,0.24096216025899397,0.5063973063973064,0.32742665192543946
38,-0.4956463496316142,0.7204739555281988,0.5400388661797225,0.4956463496316142,0.4956463496316142,0.4956463496316142,0.4956463496316142,0.4956463496316142,0.4956463496316142,-0.6354717763533009,0.23114658241093133,0.5043536503683858,0.3273703156149077
39,-0.5442779291553134,0.7293416158595039,0.5343844347534384,0.5442779291553134,0.5442779291553134,0.5442779291553134,0.5442779291553134,0.5442779291553134,0.5442779291553134,-0.42325302996905045,0.29682663674760523,0.45572207084468663,0.36031068329624455
