feature_name,importance,
lcoq_qoq_lag10,284,0.000517878
loq_yoy_lag13,284,0.000517878
dpq_yoy_lag14,284,0.000517878
xsgaq_qoq_lag15,284,0.000517878
rectq_yoy_lag15,284,0.000517878
seqq_yoy_lag15,284,0.000517878
xintq_qoq_lag17,284,0.000517878
invtq_qoq_lag19,284,0.000517878
actq_yoy,283,0.000516054
xoprq_qoq_lag03,283,0.000516054
oancfy_q_yoy_lag05,283,0.000516054
oibdpq_qoq_lag19,283,0.000516054
oancfy_q_revtq_lag04,282,0.000514231
dlcq_yoy_lag06,282,0.000514231
ltq_qoq_lag07,282,0.000514231
niq_qoq_lag12,282,0.000514231
acoq_yoy_lag14,282,0.000514231
loq_yoy_lag14,282,0.000514231
dpq_yoy_lag15,282,0.000514231
actq_qoq_lag17,282,0.000514231
actq_yoy_lag04,281,0.000512407
dpactq_yoy_lag13,281,0.000512407
nopiq_revtq_lag15,281,0.000512407
invtq_qoq_lag16,281,0.000512407
nopiq_yoy_lag04,280,0.000510584
lcoq_qoq_lag08,280,0.000510584
acoq_yoy_lag09,280,0.000510584
cogsq_yoy_lag11,280,0.000510584
oibdpq_yoy_lag15,280,0.000510584
ltq_yoy_lag06,279,0.00050876
oibdpq_yoy_lag07,279,0.00050876
lctq_qoq_lag16,279,0.00050876
niq_qoq_lag05,278,0.000506937
actq_yoy_lag07,278,0.000506937
nopiq_revtq_lag07,278,0.000506937
rectq_qoq_lag08,278,0.000506937
wcapq_qoq_lag08,278,0.000506937
dpq_qoq_lag10,278,0.000506937
dlttq_yoy_lag14,278,0.000506937
wcapq_qoq_lag15,278,0.000506937
ancq_yoy_lag15,278,0.000506937
atq_qoq_lag07,277,0.000505113
acoq_qoq_lag10,277,0.000505113
dlttq_yoy_lag13,277,0.000505113
dpq_yoy_lag18,277,0.000505113
cogsq_qoq,276,0.00050329
cheq_qoq_lag07,276,0.00050329
lctq_qoq_lag08,276,0.00050329
rectq_yoy_lag09,276,0.00050329
xsgaq_yoy_lag10,276,0.00050329
invtq_qoq_lag01,275,0.000501466
capxy_q_qoq_lag06,275,0.000501466
seqq_qoq_lag11,275,0.000501466
rectq_yoy_lag16,275,0.000501466
wcapq_yoy,274,0.000499643
dpactq_yoy_lag01,274,0.000499643
capxy_q_revtq_lag01,274,0.000499643
dpq_qoq_lag06,274,0.000499643
acoq_qoq_lag15,274,0.000499643
dlcq_yoy_lag15,274,0.000499643
actq_qoq_lag19,274,0.000499643
ltq_yoy_lag09,273,0.000497819
lcoq_qoq_lag11,273,0.000497819
nopiq_revtq_lag16,273,0.000497819
lctq_qoq_lag02,272,0.000495996
wcapq_qoq_lag03,272,0.000495996
actq_yoy_lag08,272,0.000495996
seqq_yoy_lag13,272,0.000495996
acoq_yoy_lag15,272,0.000495996
capxy_q_yoy_lag16,272,0.000495996
seqq_qoq_lag18,272,0.000495996
aoq_atq_lag01,271,0.000494172
lltq_yoy_lag10,271,0.000494172
lcoq_qoq_lag15,271,0.000494172
wcapq_qoq_lag19,271,0.000494172
cogsq_yoy_lag15,270,0.000492349
dlcq_atq_lag16,270,0.000492349
dpq_yoy_lag08,269,0.000490525
rectq_yoy_lag08,269,0.000490525
wcapq_yoy_lag08,269,0.000490525
xoprq_qoq_lag09,269,0.000490525
niq_yoy_lag10,269,0.000490525
dpactq_yoy_lag14,269,0.000490525
revtq_yoy_lag15,269,0.000490525
aoq_atq_lag19,269,0.000490525
fincfy_q_revtq,268,0.000488702
xoprq_qoq_lag08,268,0.000488702
oibdpq_qoq_lag14,268,0.000488702
req_qoq_lag15,268,0.000488702
oancfy_q_revtq_lag17,268,0.000488702
txtq_yoy_lag18,268,0.000488702
dpactq_qoq,267,0.000486878
capxy_q_qoq_lag08,267,0.000486878
xoprq_yoy_lag08,267,0.000486878
invtq_qoq_lag11,267,0.000486878
xoprq_yoy_lag15,267,0.000486878
actq_qoq_lag02,266,0.000485054
oibdpq_qoq_lag03,266,0.000485054
niq_revtq_lag10,266,0.000485054
xintq_qoq_lag12,266,0.000485054
nopiq_yoy_lag13,266,0.000485054
xoprq_qoq_lag14,266,0.000485054
revtq_qoq_lag17,266,0.000485054
niq_revtq_lag18,266,0.000485054
xintq_yoy_lag19,266,0.000485054
ltq_atq,265,0.000483231
capxy_q_qoq_lag02,265,0.000483231
apq_qoq_lag04,265,0.000483231
wcapq_yoy_lag04,265,0.000483231
actq_qoq_lag05,265,0.000483231
wcapq_qoq_lag07,265,0.000483231
oancfy_q_revtq_lag07,265,0.000483231
atq_qoq_lag09,265,0.000483231
capxy_q_revtq_lag09,265,0.000483231
cheq_atq_lag15,265,0.000483231
actq_yoy_lag18,265,0.000483231
oancfy_q_qoq_lag03,264,0.000481407
oancfy_q_qoq_lag04,264,0.000481407
niq_qoq_lag11,264,0.000481407
capxy_q_qoq_lag14,264,0.000481407
lctq_qoq_lag14,264,0.000481407
chechy_q_revtq_lag15,264,0.000481407
lltq_yoy_lag16,264,0.000481407
rectq_yoy_lag17,264,0.000481407
lctq_atq_lag01,263,0.000479584
revtq_yoy_lag12,263,0.000479584
lctq_atq_lag16,263,0.000479584
dpactq_yoy_lag17,263,0.000479584
lltq_yoy_lag18,263,0.000479584
lctq_yoy_lag06,262,0.00047776
lctq_yoy_lag09,262,0.00047776
cogsq_qoq_lag10,262,0.00047776
dpactq_qoq_lag10,262,0.00047776
dlcq_yoy_lag10,262,0.00047776
dlcq_atq_lag17,262,0.00047776
lctq_atq_lag17,262,0.00047776
oibdpq_yoy_lag18,262,0.00047776
atq_qoq_lag19,262,0.00047776
stkcoq_yoy,261,0.000475937
nopiq_qoq_lag01,261,0.000475937
ltq_yoy_lag02,261,0.000475937
req_yoy_lag02,261,0.000475937
cogsq_qoq_lag03,261,0.000475937
acoq_yoy_lag05,261,0.000475937
dlcq_atq_lag06,261,0.000475937
cogsq_qoq_lag08,261,0.000475937
oibdpq_yoy_lag10,261,0.000475937
txtq_qoq_lag11,261,0.000475937
actq_yoy_lag11,261,0.000475937
txtq_yoy_lag12,261,0.000475937
oibdpq_yoy_lag14,261,0.000475937
actq_yoy_lag17,261,0.000475937
capxy_q_yoy_lag03,260,0.000474113
capxy_q_yoy_lag04,260,0.000474113
ltq_qoq_lag06,260,0.000474113
capxy_q_qoq_lag10,260,0.000474113
niq_yoy_lag11,260,0.000474113
nopiq_revtq_lag12,260,0.000474113
dpactq_qoq_lag13,260,0.000474113
revtq_yoy_lag14,260,0.000474113
niq_revtq_lag19,260,0.000474113
acoq_qoq,259,0.00047229
ppentq_yoy_lag01,259,0.00047229
chechy_q_revtq_lag04,259,0.00047229
wcapq_yoy_lag05,259,0.00047229
txtq_revtq_lag07,259,0.00047229
ppentq_yoy_lag08,259,0.00047229
xintq_qoq_lag10,259,0.00047229
loq_yoy_lag10,259,0.00047229
nopiq_revtq_lag17,259,0.00047229
cogsq_yoy_lag18,259,0.00047229
wcapq_qoq_lag02,258,0.000470466
cogsq_qoq_lag05,258,0.000470466
nopiq_qoq_lag05,258,0.000470466
lcoq_yoy_lag05,258,0.000470466
dlttq_yoy_lag16,258,0.000470466
actq_qoq_lag01,257,0.000468643
nopiq_yoy_lag02,257,0.000468643
txtq_qoq_lag03,257,0.000468643
ppentq_yoy_lag03,257,0.000468643
chechy_q_revtq_lag03,257,0.000468643
lcoq_qoq_lag05,257,0.000468643
oibdpq_qoq_lag11,257,0.000468643
txtq_revtq_lag11,257,0.000468643
cogsq_yoy_lag16,257,0.000468643
xoprq_qoq_lag01,256,0.000466819
actq_yoy_lag02,256,0.000466819
cogsq_yoy_lag02,256,0.000466819
nopiq_revtq_lag11,256,0.000466819
actq_qoq_lag14,256,0.000466819
xintq_qoq_lag15,256,0.000466819
dlcq_yoy_lag01,255,0.000464996
nopiq_revtq_lag01,255,0.000464996
atq_yoy_lag06,255,0.000464996
xsgaq_yoy_lag12,255,0.000464996
niq_qoq_lag13,255,0.000464996
oibdpq_qoq_lag13,255,0.000464996
actq_qoq_lag18,255,0.000464996
xintq_qoq_lag03,254,0.000463172
txtq_qoq_lag07,254,0.000463172
seqq_yoy_lag07,254,0.000463172
nopiq_qoq_lag09,254,0.000463172
acoq_atq_lag12,254,0.000463172
lctq_yoy_lag14,254,0.000463172
xoprq_yoy_lag14,254,0.000463172
ancq_yoy_lag18,254,0.000463172
lctq_yoy_lag18,254,0.000463172
dpactq_revtq,253,0.000461349
txtq_qoq_lag01,253,0.000461349
chechy_q_revtq_lag05,253,0.000461349
xoprq_yoy_lag06,253,0.000461349
xintq_qoq_lag08,253,0.000461349
oancfy_q_yoy_lag08,253,0.000461349
atq_yoy_lag09,253,0.000461349
acoq_yoy_lag11,253,0.000461349
oancfy_q_yoy_lag11,253,0.000461349
nopiq_qoq_lag12,253,0.000461349
actq_yoy_lag12,253,0.000461349
ltq_qoq_lag14,253,0.000461349
xoprq_qoq_lag15,253,0.000461349
ancq_yoy_lag16,253,0.000461349
xintq_yoy_lag16,253,0.000461349
nopiq_qoq_lag19,253,0.000461349
niq_qoq_lag07,252,0.000459525
xoprq_qoq_lag10,252,0.000459525
atq_qoq_lag13,252,0.000459525
acoq_qoq_lag17,252,0.000459525
atq_yoy_lag18,252,0.000459525
xsgaq_yoy_lag01,251,0.000457702
lcoq_qoq_lag03,251,0.000457702
seqq_qoq_lag06,251,0.000457702
ppentq_yoy_lag10,251,0.000457702
xsgaq_yoy_lag14,251,0.000457702
xsgaq_yoy_lag15,251,0.000457702
niq_qoq_lag17,251,0.000457702
actq_yoy_lag05,250,0.000455878
ltq_qoq_lag08,250,0.000455878
xoprq_yoy_lag11,250,0.000455878
lctq_yoy_lag12,250,0.000455878
txtq_revtq_lag12,250,0.000455878
cogsq_yoy_lag14,250,0.000455878
dlttq_yoy_lag03,249,0.000454055
lctq_qoq_lag05,249,0.000454055
niq_yoy_lag13,249,0.000454055
lcoq_qoq_lag06,248,0.000452231
oancfy_q_revtq_lag06,248,0.000452231
capxy_q_qoq_lag07,248,0.000452231
xsgaq_yoy_lag07,248,0.000452231
cheq_atq_lag07,248,0.000452231
actq_qoq_lag10,248,0.000452231
invtq_yoy_lag13,248,0.000452231
cogsq_qoq_lag15,248,0.000452231
apq_qoq_lag16,248,0.000452231
lltq_yoy_lag04,247,0.000450408
lltq_yoy_lag06,247,0.000450408
dpactq_yoy_lag07,247,0.000450408
revtq_yoy_lag08,247,0.000450408
dpq_yoy_lag09,247,0.000450408
lctq_yoy_lag10,247,0.000450408
xintq_yoy_lag12,247,0.000450408
capxy_q_revtq_lag13,247,0.000450408
wcapq_yoy_lag16,247,0.000450408
cogsq_yoy_lag01,246,0.000448584
req_qoq_lag02,246,0.000448584
ltq_yoy_lag05,246,0.000448584
niq_revtq_lag05,246,0.000448584
dpactq_yoy_lag08,246,0.000448584
dpactq_yoy_lag02,245,0.000446761
niq_qoq_lag06,245,0.000446761
dpq_yoy_lag07,245,0.000446761
ltq_yoy_lag07,245,0.000446761
cogsq_qoq_lag09,245,0.000446761
txtq_qoq_lag13,245,0.000446761
oancfy_q_yoy_lag13,245,0.000446761
capxy_q_revtq_lag16,245,0.000446761
loq_yoy_lag18,245,0.000446761
ancq_yoy_lag19,245,0.000446761
invtq_yoy_lag19,245,0.000446761
doq_revtq,244,0.000444937
nopiq_revtq_lag03,244,0.000444937
lctq_atq_lag06,244,0.000444937
lltq_yoy_lag11,244,0.000444937
cogsq_yoy_lag12,244,0.000444937
xoprq_qoq_lag17,244,0.000444937
lltq_yoy_lag17,244,0.000444937
cheq_atq_lag03,243,0.000443114
txtq_revtq_lag09,243,0.000443114
cogsq_yoy_lag10,243,0.000443114
capxy_q_revtq_lag12,243,0.000443114
ancq_yoy_lag13,243,0.000443114
wcapq_yoy_lag13,243,0.000443114
cheq_atq_lag13,243,0.000443114
oancfy_q_revtq_lag13,243,0.000443114
xsgaq_revtq,242,0.00044129
cheq_atq_lag02,242,0.00044129
txtq_yoy_lag03,242,0.00044129
capxy_q_qoq_lag04,242,0.00044129
lcoq_yoy_lag08,242,0.00044129
xsgaq_qoq_lag10,242,0.00044129
cheq_atq_lag18,242,0.00044129
nopiq_qoq_lag03,241,0.000439467
xintq_yoy_lag03,241,0.000439467
xintq_yoy_lag11,241,0.000439467
wcapq_yoy_lag17,241,0.000439467
actq_yoy_lag06,240,0.000437643
oancfy_q_revtq_lag10,240,0.000437643
nopiq_yoy_lag12,240,0.000437643
wcapq_qoq_lag13,240,0.000437643
nopiq_qoq_lag02,239,0.00043582
acoq_yoy_lag03,239,0.00043582
wcapq_qoq_lag04,239,0.00043582
acoq_atq_lag04,239,0.00043582
actq_qoq_lag13,239,0.00043582
revtq_yoy_lag13,239,0.00043582
ppentq_yoy_lag02,238,0.000433996
capxy_q_revtq_lag05,238,0.000433996
txtq_qoq_lag06,238,0.000433996
wcapq_qoq_lag09,238,0.000433996
actq_qoq_lag15,238,0.000433996
aoq_atq_lag17,238,0.000433996
wcapq_yoy_lag03,237,0.000432173
ltq_yoy_lag08,237,0.000432173
xintq_yoy_lag14,237,0.000432173
atq_yoy_lag16,237,0.000432173
txpq_atq,236,0.000430349
cogsq_revtq_lag01,236,0.000430349
xoprq_qoq_lag02,236,0.000430349
nopiq_revtq_lag02,236,0.000430349
lltq_yoy_lag08,236,0.000430349
xsgaq_yoy_lag08,236,0.000430349
invtq_qoq_lag10,236,0.000430349
dlcq_yoy_lag13,236,0.000430349
acoq_atq_lag02,235,0.000428526
xintq_qoq_lag04,235,0.000428526
xsgaq_qoq_lag06,235,0.000428526
xsgaq_qoq_lag09,235,0.000428526
ancq_yoy_lag12,235,0.000428526
xintq_qoq_lag13,235,0.000428526
niq_qoq_lag19,235,0.000428526
niq_qoq_lag04,234,0.000426702
xsgaq_yoy_lag06,234,0.000426702
txtq_yoy_lag09,234,0.000426702
xoprq_yoy_lag10,234,0.000426702
txtq_qoq_lag14,234,0.000426702
nopiq_yoy_lag16,234,0.000426702
txpq_yoy_lag04,233,0.000424879
ppentq_yoy_lag06,233,0.000424879
nopiq_revtq_lag06,233,0.000424879
nopiq_qoq_lag11,233,0.000424879
dpactq_yoy_lag10,232,0.000423055
nopiq_revtq_lag10,232,0.000423055
lcoq_qoq_lag12,232,0.000423055
txtq_revtq_lag15,232,0.000423055
dpactq_revtq_lag18,232,0.000423055
oancfy_q_qoq_lag05,231,0.000421232
actq_qoq_lag06,231,0.000421232
req_qoq_lag06,231,0.000421232
lltq_yoy_lag15,231,0.000421232
atq_qoq_lag16,231,0.000421232
rectq_atq_lag01,230,0.000419408
invtq_qoq_lag04,230,0.000419408
dpq_yoy_lag05,230,0.000419408
lltq_yoy_lag05,230,0.000419408
nopiq_yoy_lag11,230,0.000419408
cogsq_revtq_lag14,230,0.000419408
oibdpq_qoq_lag16,230,0.000419408
dpq_yoy_lag17,230,0.000419408
cogsq_qoq_lag02,229,0.000417585
xoprq_revtq_lag03,229,0.000417585
nopiq_yoy_lag07,229,0.000417585
txtq_revtq_lag08,229,0.000417585
acoq_qoq_lag09,229,0.000417585
oibdpq_qoq_lag12,229,0.000417585
acoq_atq_lag17,229,0.000417585
wcapq_yoy_lag10,228,0.000415761
cheq_atq_lag10,228,0.000415761
req_yoy_lag11,228,0.000415761
xoprq_revtq_lag14,228,0.000415761
cogsq_revtq_lag15,228,0.000415761
aoq_atq,227,0.000413937
dpactq_qoq_lag03,227,0.000413937
xoprq_yoy_lag04,227,0.000413937
dlcq_atq_lag05,227,0.000413937
capxy_q_revtq_lag14,227,0.000413937
lctq_atq_lag15,227,0.000413937
oancfy_q_revtq_lag18,227,0.000413937
txtq_revtq_lag19,227,0.000413937
actq_yoy_lag03,226,0.000412114
dlcq_yoy_lag05,226,0.000412114
oancfy_q_qoq_lag09,226,0.000412114
chechy_q_revtq_lag09,226,0.000412114
txtq_yoy_lag14,226,0.000412114
nopiq_yoy_lag15,226,0.000412114
rectq_atq_lag19,226,0.000412114
actq_yoy_lag01,225,0.00041029
dpactq_qoq_lag07,225,0.00041029
nopiq_yoy_lag08,225,0.00041029
oancfy_q_revtq_lag11,225,0.00041029
wcapq_qoq_lag16,225,0.00041029
dlcq_yoy_lag16,225,0.00041029
lltq_atq,224,0.000408467
cogsq_qoq_lag01,224,0.000408467
acoq_yoy_lag07,224,0.000408467
lctq_atq_lag08,224,0.000408467
lctq_yoy_lag11,224,0.000408467
txtq_yoy_lag11,224,0.000408467
dlcq_atq_lag12,224,0.000408467
invtq_qoq_lag13,224,0.000408467
dlcq_yoy_lag18,224,0.000408467
xoprq_qoq_lag07,223,0.000406643
cheq_atq_lag09,223,0.000406643
cheq_atq_lag12,223,0.000406643
cogsq_revtq_lag17,223,0.000406643
invtq_qoq_lag02,222,0.00040482
capxy_q_revtq_lag04,222,0.00040482
txtq_qoq_lag05,222,0.00040482
xoprq_yoy_lag09,222,0.00040482
txtq_revtq_lag10,222,0.00040482
xintq_qoq_lag11,222,0.00040482
dlcq_yoy_lag11,222,0.00040482
rectq_atq_lag13,222,0.00040482
dlcq_yoy_lag14,222,0.00040482
oibdpq_qoq_lag15,222,0.00040482
lctq_qoq_lag17,222,0.00040482
cogsq_revtq_lag18,222,0.00040482
invtq_yoy_lag05,221,0.000402996
acoq_atq_lag11,221,0.000402996
ltq_qoq_lag18,221,0.000402996
capxy_q_yoy_lag02,220,0.000401173
req_qoq_lag03,220,0.000401173
dpactq_yoy_lag04,220,0.000401173
ppentq_yoy_lag05,220,0.000401173
txtq_yoy_lag05,220,0.000401173
nopiq_qoq_lag08,220,0.000401173
actq_qoq_lag11,220,0.000401173
atq_yoy_lag12,220,0.000401173
lctq_yoy_lag13,220,0.000401173
oancfy_q_yoy_lag19,220,0.000401173
cogsq_qoq_lag07,219,0.000399349
xoprq_revtq_lag12,219,0.000399349
dlttq_yoy_lag01,218,0.000397526
lctq_atq_lag02,218,0.000397526
xintq_qoq_lag05,218,0.000397526
xintq_yoy_lag05,218,0.000397526
capxy_q_revtq_lag06,218,0.000397526
ancq_yoy_lag14,218,0.000397526
ancq_yoy_lag17,218,0.000397526
nopiq_qoq_lag18,218,0.000397526
chechy_q_revtq_lag19,218,0.000397526
dlttq_yoy_lag02,217,0.000395702
dlcq_atq_lag02,217,0.000395702
dpq_yoy_lag06,217,0.000395702
ancq_yoy_lag09,217,0.000395702
dlttq_yoy_lag19,217,0.000395702
dlcq_atq_lag01,216,0.000393879
atq_yoy_lag04,216,0.000393879
dlttq_yoy_lag04,216,0.000393879
dpactq_qoq_lag08,216,0.000393879
wcapq_qoq_lag10,216,0.000393879
niq_revtq_lag17,216,0.000393879
xintq_yoy_lag09,215,0.000392055
xoprq_revtq_lag09,215,0.000392055
ancq_yoy_lag10,215,0.000392055
atq_qoq_lag12,215,0.000392055
nopiq_qoq_lag14,215,0.000392055
actq_yoy_lag16,215,0.000392055
nopiq_qoq_lag13,214,0.000390232
invtq_qoq_lag15,214,0.000390232
actq_yoy_lag15,214,0.000390232
dpactq_yoy_lag15,214,0.000390232
oancfy_q_yoy_lag15,214,0.000390232
cheq_atq_lag16,214,0.000390232
invtq_yoy_lag07,213,0.000388408
req_qoq_lag09,213,0.000388408
cogsq_yoy_lag09,213,0.000388408
dlcq_atq_lag09,213,0.000388408
oancfy_q_yoy_lag10,213,0.000388408
actq_yoy_lag19,213,0.000388408
wcapq_qoq_lag05,212,0.000386585
lctq_atq_lag09,212,0.000386585
chechy_q_revtq_lag11,212,0.000386585
chechy_q_revtq_lag16,212,0.000386585
invtq_qoq_lag17,212,0.000386585
capxy_q_revtq_lag17,212,0.000386585
capxy_q_qoq_lag18,212,0.000386585
xintq_yoy_lag18,212,0.000386585
txpq_atq_lag03,211,0.000384761
txtq_revtq_lag03,211,0.000384761
txtq_qoq_lag04,211,0.000384761
niq_qoq_lag10,211,0.000384761
nopiq_yoy_lag14,211,0.000384761
nopiq_revtq_lag14,211,0.000384761
xoprq_yoy_lag18,211,0.000384761
spiq_revtq_lag01,210,0.000382938
stkcoq_yoy_lag03,210,0.000382938
ancq_yoy_lag05,210,0.000382938
dlttq_yoy_lag06,210,0.000382938
dlcq_atq_lag10,210,0.000382938
chechy_q_revtq_lag12,210,0.000382938
txtq_yoy_lag16,210,0.000382938
atq_qoq_lag17,210,0.000382938
loq_yoy_lag17,210,0.000382938
xintq_qoq_lag18,210,0.000382938
fincfy_q_revtq_lag01,209,0.000381114
txpq_atq_lag04,209,0.000381114
ancq_yoy_lag06,209,0.000381114
ppentq_yoy_lag07,209,0.000381114
fincfy_q_revtq_lag02,208,0.000379291
rectq_atq_lag03,208,0.000379291
capxy_q_qoq_lag13,208,0.000379291
acoq_atq_lag18,208,0.000379291
oancfy_q_revtq_lag05,207,0.000377467
ancq_yoy_lag07,207,0.000377467
aoq_atq_lag03,206,0.000375644
dlttq_yoy_lag11,206,0.000375644
dpactq_qoq_lag14,206,0.000375644
acoq_atq_lag16,206,0.000375644
txtq_yoy_lag17,206,0.000375644
acoq_atq_lag01,205,0.00037382
xintq_yoy_lag02,205,0.00037382
rectq_atq_lag12,205,0.00037382
dlttq_yoy_lag15,205,0.00037382
txtq_revtq_lag02,204,0.000371997
ancq_yoy_lag03,204,0.000371997
seqq_yoy_lag09,204,0.000371997
xintq_yoy_lag10,204,0.000371997
ppentq_yoy_lag12,204,0.000371997
invtq_yoy_lag14,204,0.000371997
lctq_atq_lag18,204,0.000371997
invtq_qoq_lag03,203,0.000370173
acoq_atq_lag03,203,0.000370173
invtq_qoq_lag05,203,0.000370173
ppentq_yoy_lag09,203,0.000370173
req_qoq_lag14,203,0.000370173
lctq_atq_lag14,203,0.000370173
atq_yoy_lag15,203,0.000370173
req_qoq_lag17,203,0.000370173
req_yoy_lag17,203,0.000370173
oancfy_q_qoq_lag06,202,0.00036835
chechy_q_revtq_lag06,202,0.00036835
invtq_yoy_lag16,202,0.00036835
ppentq_yoy_lag18,202,0.00036835
nopiq_qoq_lag04,201,0.000366526
invtq_qoq_lag08,201,0.000366526
niq_revtq_lag09,201,0.000366526
xrdq_yoy_lag18,201,0.000366526
oancfy_q_qoq,200,0.000364703
fincfy_q_revtq_lag03,200,0.000364703
xintq_yoy_lag06,200,0.000364703
rectq_yoy_lag12,200,0.000364703
txtq_yoy_lag13,200,0.000364703
xintq_qoq_lag19,200,0.000364703
aoq_atq_lag02,199,0.000362879
cheq_atq_lag05,199,0.000362879
txtq_qoq_lag08,199,0.000362879
xsgaq_yoy_lag11,199,0.000362879
oancfy_q_qoq_lag18,199,0.000362879
chechy_q_revtq_lag01,198,0.000361056
rectq_atq_lag02,198,0.000361056
chechy_q_revtq_lag02,198,0.000361056
nopiq_qoq_lag06,198,0.000361056
dlttq_yoy_lag09,198,0.000361056
ppentq_yoy_lag13,198,0.000361056
xintq_yoy_lag13,198,0.000361056
oancfy_q_yoy_lag14,198,0.000361056
ppentq_yoy_lag14,198,0.000361056
capxy_q_revtq_lag15,198,0.000361056
wcapq_qoq_lag17,198,0.000361056
cogsq_yoy_lag17,198,0.000361056
xsgaq_revtq_lag17,198,0.000361056
invtq_qoq_lag07,197,0.000359232
oancfy_q_qoq_lag08,197,0.000359232
nopiq_revtq_lag09,197,0.000359232
invtq_yoy_lag18,197,0.000359232
dpactq_qoq_lag16,196,0.000357409
dpactq_yoy_lag16,196,0.000357409
oancfy_q_yoy_lag16,196,0.000357409
rectq_atq_lag17,196,0.000357409
dpactq_revtq_lag17,196,0.000357409
atq_qoq_lag18,196,0.000357409
oancfy_q_revtq_lag19,196,0.000357409
nopiq_yoy_lag10,195,0.000355585
acoq_yoy_lag13,195,0.000355585
atq_yoy_lag02,194,0.000353762
dlttq_yoy_lag07,194,0.000353762
txtq_qoq_lag09,194,0.000353762
capxy_q_revtq_lag10,194,0.000353762
req_qoq_lag16,194,0.000353762
cogsq_revtq_lag16,194,0.000353762
oancfy_q_yoy_lag18,194,0.000353762
txtq_revtq_lag18,194,0.000353762
invtq_yoy_lag08,193,0.000351938
ltq_yoy_lag15,193,0.000351938
acoq_atq_lag15,193,0.000351938
actq_qoq_lag09,192,0.000350115
req_yoy_lag12,192,0.000350115
dlcq_atq_lag14,192,0.000350115
rectq_atq_lag14,192,0.000350115
cheq_atq_lag08,191,0.000348291
invtq_qoq_lag09,191,0.000348291
xoprq_revtq_lag13,191,0.000348291
oancfy_q_revtq_lag14,191,0.000348291
txtq_qoq_lag18,191,0.000348291
atq_yoy_lag05,190,0.000346467
req_yoy_lag15,190,0.000346467
txtq_qoq_lag17,190,0.000346467
spiq_revtq_lag02,189,0.000344644
atq_yoy_lag03,189,0.000344644
dpactq_qoq_lag05,189,0.000344644
oibdpq_qoq_lag05,189,0.000344644
dpactq_qoq_lag09,189,0.000344644
aoq_atq_lag11,189,0.000344644
txtq_qoq_lag16,189,0.000344644
txpq_yoy_lag03,188,0.00034282
lctq_atq_lag04,188,0.00034282
dvy_q_qoq_lag05,188,0.00034282
cogsq_revtq_lag09,188,0.00034282
aoq_atq_lag12,188,0.00034282
txtq_yoy_lag15,188,0.00034282
stkcoq_qoq_lag02,187,0.000340997
ancq_yoy_lag04,187,0.000340997
nopiq_yoy_lag06,187,0.000340997
chechy_q_revtq_lag07,187,0.000340997
oancfy_q_yoy_lag09,187,0.000340997
ancq_yoy_lag11,187,0.000340997
dlcq_atq_lag11,187,0.000340997
xsgaq_revtq_lag13,187,0.000340997
req_qoq_lag08,186,0.000339173
invtq_yoy_lag12,186,0.000339173
dpactq_qoq_lag19,186,0.000339173
ltq_atq_lag19,186,0.000339173
stkcoq_yoy_lag01,185,0.00033735
ivltq_yoy_lag08,185,0.00033735
rectq_atq_lag09,185,0.00033735
req_qoq_lag10,185,0.00033735
invtq_yoy_lag11,185,0.00033735
aoq_atq_lag14,185,0.00033735
niq_qoq_lag16,184,0.000335526
dlttq_yoy_lag17,184,0.000335526
dlttq_yoy_lag18,184,0.000335526
rectq_atq_lag18,184,0.000335526
txtq_revtq_lag04,183,0.000333703
dpactq_qoq_lag11,183,0.000333703
invtq_yoy_lag15,183,0.000333703
actq_qoq_lag16,183,0.000333703
xintq_revtq_lag19,183,0.000333703
stkcoq_yoy_lag02,182,0.000331879
dpactq_qoq_lag04,182,0.000331879
chechy_q_revtq_lag08,182,0.000331879
dlcq_yoy_lag09,182,0.000331879
nopiq_qoq_lag10,182,0.000331879
xintq_yoy_lag15,182,0.000331879
ppentq_yoy_lag17,182,0.000331879
revtq,181,0.000330056
invtq_yoy_lag04,181,0.000330056
rectq_atq_lag16,181,0.000330056
dpactq_revtq_lag01,180,0.000328232
txtq_revtq_lag05,180,0.000328232
niq_qoq_lag09,180,0.000328232
acoq_atq_lag09,180,0.000328232
aoq_atq_lag08,179,0.000326409
dlttq_yoy_lag10,179,0.000326409
req_yoy_lag13,179,0.000326409
nopiq_qoq_lag17,179,0.000326409
req_qoq_lag19,179,0.000326409
cheq_atq_lag11,178,0.000324585
dpactq_qoq_lag12,178,0.000324585
chechy_q_revtq_lag13,178,0.000324585
lltq_yoy_lag14,178,0.000324585
dlcq_atq_lag15,178,0.000324585
chechy_q_revtq_lag18,178,0.000324585
xoprq_revtq_lag18,178,0.000324585
req_yoy_lag04,177,0.000322762
dlcq_atq_lag04,177,0.000322762
dlttq_yoy_lag05,177,0.000322762
niq_revtq_lag06,177,0.000322762
stkcoq_revtq,176,0.000320938
rectq_atq_lag04,176,0.000320938
atq_qoq_lag15,176,0.000320938
xoprq_revtq_lag15,176,0.000320938
oibdpq_revtq_lag01,175,0.000319115
dlcq_atq_lag03,175,0.000319115
req_qoq_lag13,175,0.000319115
oibdpq_qoq_lag17,175,0.000319115
req_qoq_lag05,174,0.000317291
capxy_q_revtq_lag08,173,0.000315468
oancfy_q_revtq_lag09,173,0.000315468
oancfy_q_revtq_lag15,173,0.000315468
