feature_name,importance,
atq_yoy_lag17,173,0.000315468
ltq_atq_lag02,172,0.000313644
dpactq_qoq_lag06,172,0.000313644
oancfy_q_qoq_lag07,172,0.000313644
acoq_atq_lag07,172,0.000313644
nopiq_qoq_lag15,172,0.000313644
acoq_atq_lag05,171,0.000311821
xoprq_revtq_lag08,171,0.000311821
txtq_revtq_lag14,171,0.000311821
chechy_q_revtq_lag17,171,0.000311821
xoprq_revtq_lag17,171,0.000311821
req_qoq_lag04,170,0.000309997
ancq_atq_lag04,170,0.000309997
aoq_atq_lag10,170,0.000309997
ppentq_yoy_lag15,170,0.000309997
dvy_q_qoq_lag16,170,0.000309997
cogsq_revtq_lag05,169,0.000308174
cogsq_revtq_lag07,169,0.000308174
cogsq_revtq_lag11,169,0.000308174
fincfy_q_revtq_lag11,169,0.000308174
niq_revtq_lag12,169,0.000308174
chechy_q_revtq_lag14,169,0.000308174
cogsq_revtq_lag06,168,0.00030635
dlttq_yoy_lag08,168,0.00030635
atq_yoy_lag10,168,0.00030635
seqq_atq_lag10,168,0.00030635
niq_revtq_lag13,168,0.00030635
cheq_atq_lag06,167,0.000304527
xintq_revtq_lag09,167,0.000304527
oancfy_q_qoq_lag10,167,0.000304527
oibdpq_qoq_lag10,167,0.000304527
atq_yoy_lag11,167,0.000304527
niq_revtq_lag16,167,0.000304527
oancfy_q_qoq_lag02,166,0.000302703
txpq_yoy_lag07,166,0.000302703
oancfy_q_qoq_lag15,166,0.000302703
txtq_qoq_lag15,166,0.000302703
oancfy_q_qoq_lag19,166,0.000302703
req_atq_lag19,166,0.000302703
dvy_q_qoq_lag04,165,0.00030088
acoq_atq_lag10,165,0.00030088
xoprq_revtq_lag11,165,0.00030088
txpq_atq_lag17,165,0.00030088
chechy_q_revtq_lag10,164,0.000299056
lctq_atq_lag13,164,0.000299056
dpactq_yoy_lag03,163,0.000297233
oancfy_q_revtq_lag08,163,0.000297233
txpq_qoq_lag14,163,0.000297233
invtq_yoy_lag17,163,0.000297233
stkcoq_revtq_lag01,162,0.000295409
dpq_revtq_lag07,162,0.000295409
req_qoq_lag12,162,0.000295409
req_qoq_lag18,162,0.000295409
seqq_atq_lag19,162,0.000295409
invtq_yoy_lag06,161,0.000293586
dpactq_revtq_lag09,161,0.000293586
txpq_atq_lag11,161,0.000293586
atq_yoy_lag14,161,0.000293586
req_yoy_lag18,161,0.000293586
oibdpq_revtq_lag19,161,0.000293586
invtq_qoq_lag06,160,0.000291762
revtq_lag07,160,0.000291762
aoq_atq_lag16,160,0.000291762
dvy_q_qoq_lag06,159,0.000289939
invtq_qoq_lag14,159,0.000289939
dpactq_revtq_lag16,159,0.000289939
xsgaq_revtq_lag16,159,0.000289939
invtq_qoq_lag18,159,0.000289939
dpactq_qoq_lag02,158,0.000288115
dpq_revtq_lag02,158,0.000288115
xoprq_revtq_lag04,158,0.000288115
cogsq_revtq_lag08,158,0.000288115
oancfy_q_qoq_lag12,158,0.000288115
lctq_atq_lag12,158,0.000288115
ltq_atq_lag15,158,0.000288115
cogsq_revtq_lag19,158,0.000288115
dvy_q_revtq_lag19,158,0.000288115
txpq_atq_lag01,157,0.000286292
doq_revtq_lag01,157,0.000286292
xintq_revtq_lag01,157,0.000286292
capxy_q_revtq_lag11,157,0.000286292
req_yoy_lag03,156,0.000284468
atq_yoy_lag07,156,0.000284468
invtq_yoy_lag10,156,0.000284468
txpq_atq_lag13,156,0.000284468
niq_revtq_lag07,155,0.000282645
atq_yoy_lag08,155,0.000282645
req_yoy_lag09,155,0.000282645
tstkq_atq,154,0.000280821
seqq_atq,153,0.000278998
dpactq_qoq_lag01,153,0.000278998
wcapq_yoy_lag14,153,0.000278998
cogsq_revtq_lag02,152,0.000277174
dpq_revtq_lag03,152,0.000277174
xrdq_yoy_lag10,152,0.000277174
txpq_atq_lag10,152,0.000277174
niq_revtq_lag11,152,0.000277174
seqq_atq_lag14,152,0.000277174
oancfy_q_revtq_lag16,152,0.000277174
revtq_lag19,152,0.000277174
oibdpq_revtq_lag06,151,0.00027535
xoprq_revtq_lag06,151,0.00027535
aoq_atq_lag09,151,0.00027535
txpq_yoy_lag17,151,0.00027535
actq_atq_lag19,151,0.00027535
xoprq_revtq_lag19,151,0.00027535
lctq_atq_lag03,150,0.000273527
req_qoq_lag07,150,0.000273527
acoq_atq_lag08,150,0.000273527
dpq_revtq_lag09,150,0.000273527
txtq_revtq_lag16,150,0.000273527
dvy_q_qoq_lag01,149,0.000271703
fincfy_q_revtq_lag10,149,0.000271703
cogsq_revtq_lag13,149,0.000271703
niq_revtq_lag14,149,0.000271703
req_yoy_lag16,149,0.000271703
xintq_revtq_lag18,149,0.000271703
req_atq,148,0.00026988
xsgaq_revtq_lag12,148,0.00026988
invtq_yoy_lag03,147,0.000268056
aoq_atq_lag04,147,0.000268056
ppentq_atq,146,0.000266233
seqq_atq_lag01,146,0.000266233
xsgaq_revtq_lag01,146,0.000266233
dpactq_revtq_lag04,146,0.000266233
fincfy_q_revtq_lag13,146,0.000266233
ltq_atq_lag14,146,0.000266233
oancfy_q_qoq_lag17,146,0.000266233
doq_revtq_lag02,145,0.000264409
txpq_atq_lag07,145,0.000264409
xrdq_yoy_lag12,145,0.000264409
oancfy_q_qoq_lag13,145,0.000264409
req_yoy_lag14,145,0.000264409
ivltq_yoy_lag04,144,0.000262586
dvy_q_qoq_lag10,144,0.000262586
txpq_yoy_lag14,144,0.000262586
niq_revtq_lag15,144,0.000262586
atq_lag19,144,0.000262586
dlttq_atq_lag01,143,0.000260762
aoq_atq_lag06,143,0.000260762
req_yoy_lag10,143,0.000260762
xsgaq_revtq_lag11,143,0.000260762
txtq_revtq_lag17,143,0.000260762
ancq_atq,142,0.000258939
revtq_lag03,142,0.000258939
xintq_revtq_lag05,142,0.000258939
lctq_atq_lag11,142,0.000258939
fincfy_q_revtq_lag14,142,0.000258939
fincfy_q_revtq_lag16,142,0.000258939
invtq_yoy_lag09,141,0.000257115
lltq_atq_lag12,141,0.000257115
dvy_q_qoq_lag18,141,0.000257115
lltq_atq_lag19,141,0.000257115
txpq_atq_lag19,141,0.000257115
fincfy_q_revtq_lag19,141,0.000257115
cogsq_revtq_lag10,140,0.000255292
rectq_atq_lag11,140,0.000255292
req_atq_lag12,140,0.000255292
txpq_atq_lag12,140,0.000255292
txpq_yoy_lag13,140,0.000255292
dpactq_revtq_lag15,140,0.000255292
fincfy_q_revtq_lag15,140,0.000255292
txpq_atq_lag16,140,0.000255292
txpq_atq_lag18,140,0.000255292
cheq_atq_lag04,139,0.000253468
aoq_atq_lag13,139,0.000253468
oancfy_q_qoq_lag14,139,0.000253468
dvy_q_qoq_lag15,139,0.000253468
xsgaq_revtq_lag19,139,0.000253468
txpq_qoq,138,0.000251645
oibdpq_revtq_lag05,138,0.000251645
fincfy_q_revtq_lag09,138,0.000251645
dlttq_yoy_lag12,138,0.000251645
dpq_revtq_lag18,138,0.000251645
req_qoq_lag01,137,0.000249821
ivltq_yoy_lag03,137,0.000249821
req_yoy_lag08,137,0.000249821
dvy_q_revtq_lag16,137,0.000249821
dpq_revtq_lag19,137,0.000249821
atq,136,0.000247998
seqq_atq_lag02,136,0.000247998
cogsq_revtq_lag03,136,0.000247998
atq_lag08,136,0.000247998
invtq_qoq_lag12,136,0.000247998
ltq_atq_lag18,136,0.000247998
oibdpq_revtq_lag18,136,0.000247998
dvy_q_revtq,135,0.000246174
xoprq_revtq_lag07,135,0.000246174
oancfy_q_revtq_lag12,135,0.000246174
stkcoq_yoy_lag06,134,0.000244351
dpq_revtq_lag08,134,0.000244351
xintq_revtq_lag12,134,0.000244351
dpq_revtq_lag14,134,0.000244351
chechy_q_yoy_lag15,134,0.000244351
dvy_q_qoq_lag02,133,0.000242527
xsgaq_revtq_lag03,133,0.000242527
xintq_revtq_lag07,133,0.000242527
dpactq_revtq_lag10,133,0.000242527
aoq_atq_lag05,132,0.000240704
txpq_atq_lag06,132,0.000240704
seqq_atq_lag08,132,0.000240704
fincfy_q_yoy_lag11,132,0.000240704
recchy_q_revtq,131,0.00023888
dlttq_atq_lag02,131,0.00023888
spiq_revtq_lag03,131,0.00023888
rectq_atq_lag05,131,0.00023888
lctq_atq_lag07,131,0.00023888
seqq_atq_lag09,131,0.00023888
dpactq_revtq_lag13,131,0.00023888
xintq_revtq_lag16,131,0.00023888
xoprq_revtq_lag16,131,0.00023888
invtq_atq_lag19,131,0.00023888
txpq_yoy_lag01,130,0.000237057
revtq_lag02,130,0.000237057
xoprq_revtq_lag05,130,0.000237057
niq_revtq_lag08,130,0.000237057
seqq_atq_lag13,130,0.000237057
aoq_atq_lag15,130,0.000237057
chechy_q_yoy_lag18,130,0.000237057
txpq_yoy_lag19,130,0.000237057
dpq_revtq_lag04,129,0.000235233
lltq_atq_lag05,129,0.000235233
dlttq_atq_lag15,129,0.000235233
seqq_atq_lag15,129,0.000235233
txpq_yoy_lag18,129,0.000235233
atq_lag04,128,0.00023341
oancfy_q_qoq_lag11,128,0.00023341
cogsq_revtq_lag12,128,0.00023341
dvy_q_revtq_lag17,128,0.00023341
xsgaq_revtq_lag18,128,0.00023341
chechy_q_yoy,127,0.000231586
chechy_q_yoy_lag04,127,0.000231586
dlttq_atq_lag09,127,0.000231586
lctq_atq_lag10,127,0.000231586
lltq_atq_lag10,127,0.000231586
txpq_atq_lag15,127,0.000231586
oancfy_q_qoq_lag16,127,0.000231586
xrdq_qoq_lag04,126,0.000229763
req_yoy_lag07,126,0.000229763
txpq_yoy_lag08,126,0.000229763
rectq_atq_lag10,126,0.000229763
dvy_q_qoq_lag17,126,0.000229763
dlttq_atq_lag17,126,0.000229763
invtq_atq_lag01,125,0.000227939
xrdq_yoy_lag02,125,0.000227939
intanq_yoy_lag06,125,0.000227939
dvy_q_qoq_lag07,125,0.000227939
aoq_atq_lag07,125,0.000227939
ltq_atq_lag10,125,0.000227939
txpq_qoq_lag13,125,0.000227939
actq_atq,124,0.000226116
req_yoy_lag05,124,0.000226116
rectq_atq_lag06,124,0.000226116
txpq_yoy_lag09,124,0.000226116
txpq_qoq_lag17,124,0.000226116
invtq_atq_lag17,124,0.000226116
ivltq_yoy,123,0.000224292
rectq_atq_lag07,123,0.000224292
ltq_atq_lag08,123,0.000224292
txtq_revtq_lag13,123,0.000224292
atq_lag15,123,0.000224292
txpq_qoq_lag18,123,0.000224292
tstkq_yoy_lag03,122,0.000222469
cogsq_revtq_lag04,122,0.000222469
xoprq_revtq_lag10,122,0.000222469
stkcoq_qoq_lag11,122,0.000222469
dpactq_revtq_lag11,122,0.000222469
txpq_yoy,121,0.000220645
dpactq_revtq_lag02,121,0.000220645
dlttq_atq_lag04,121,0.000220645
fincfy_q_revtq_lag05,121,0.000220645
fincfy_q_revtq_lag08,121,0.000220645
dlttq_atq_lag16,121,0.000220645
lltq_atq_lag04,120,0.000218822
fincfy_q_revtq_lag04,120,0.000218822
revtq_lag09,120,0.000218822
dvy_q_revtq_lag18,120,0.000218822
dvy_q_revtq_lag01,119,0.000216998
ancq_atq_lag03,119,0.000216998
ltq_atq_lag07,119,0.000216998
oibdpq_revtq_lag07,119,0.000216998
ltq_atq_lag12,119,0.000216998
ppentq_atq_lag19,119,0.000216998
intanq_yoy,118,0.000215175
txpq_atq_lag02,118,0.000215175
atq_lag03,118,0.000215175
ltq_atq_lag04,118,0.000215175
dlttq_atq_lag05,118,0.000215175
txpq_atq_lag05,118,0.000215175
req_yoy_lag06,118,0.000215175
txtq_revtq_lag06,118,0.000215175
xsgaq_revtq_lag14,118,0.000215175
fincfy_q_revtq_lag17,118,0.000215175
oibdpq_revtq_lag17,118,0.000215175
tstkq_yoy_lag02,117,0.000213351
ivltq_yoy_lag05,117,0.000213351
atq_lag06,117,0.000213351
txpq_qoq_lag07,117,0.000213351
req_qoq_lag11,117,0.000213351
req_atq_lag17,117,0.000213351
txpq_qoq_lag01,116,0.000211528
xsgaq_revtq_lag07,116,0.000211528
chechy_q_qoq_lag11,116,0.000211528
seqq_atq_lag11,116,0.000211528
intanq_yoy_lag12,116,0.000211528
dpq_revtq_lag16,116,0.000211528
dpq_revtq_lag17,116,0.000211528
revtq_lag01,115,0.000209704
oibdpq_revtq_lag02,115,0.000209704
xintq_revtq_lag04,115,0.000209704
txpq_yoy_lag10,115,0.000209704
oibdpq_revtq_lag14,115,0.000209704
rectq_atq_lag15,115,0.000209704
xintq_revtq_lag17,115,0.000209704
gdwlq_yoy_lag19,115,0.000209704
lltq_atq_lag03,114,0.00020788
atq_lag07,114,0.00020788
rectq_atq_lag08,114,0.00020788
lltq_atq_lag01,113,0.000206057
xintq_revtq_lag02,113,0.000206057
stkcoq_qoq_lag03,113,0.000206057
gdwlq_yoy_lag03,113,0.000206057
atq_lag05,113,0.000206057
seqq_atq_lag05,113,0.000206057
revtq_lag06,113,0.000206057
ppentq_atq_lag08,113,0.000206057
xrdq_yoy_lag11,113,0.000206057
fincfy_q_yoy_lag13,113,0.000206057
atq_lag14,113,0.000206057
dpactq_revtq_lag14,113,0.000206057
xsgaq_revtq_lag15,113,0.000206057
revtq_lag16,113,0.000206057
invtq_atq_lag16,113,0.000206057
xintq_revtq_lag06,112,0.000204233
xsgaq_revtq_lag09,112,0.000204233
dvy_q_qoq_lag14,112,0.000204233
fincfy_q_qoq_lag18,112,0.000204233
chechy_q_yoy_lag19,112,0.000204233
ivltq_yoy_lag19,112,0.000204233
chechy_q_qoq_lag05,111,0.00020241
txpq_yoy_lag05,111,0.00020241
ppentq_atq_lag09,111,0.00020241
oibdpq_revtq_lag16,111,0.00020241
ancq_atq_lag17,111,0.00020241
revtq_lag18,111,0.00020241
fincfy_q_yoy_lag18,111,0.00020241
dlttq_atq_lag19,111,0.00020241
oibdpq_revtq_lag03,110,0.000200586
gdwlq_yoy_lag04,110,0.000200586
ltq_atq_lag05,110,0.000200586
chechy_q_yoy_lag06,110,0.000200586
lltq_atq_lag06,110,0.000200586
lltq_atq_lag09,110,0.000200586
ltq_atq_lag09,110,0.000200586
dpq_revtq_lag11,110,0.000200586
revtq_lag12,110,0.000200586
revtq_lag13,110,0.000200586
txpq_atq_lag14,110,0.000200586
revtq_lag05,109,0.000198763
dpq_revtq_lag05,109,0.000198763
xrdq_revtq_lag08,109,0.000198763
dpq_revtq_lag13,109,0.000198763
xrdq_yoy_lag14,109,0.000198763
txpq_yoy_lag15,109,0.000198763
ancq_atq_lag16,109,0.000198763
xrdq_qoq_lag17,109,0.000198763
ppentq_atq_lag01,108,0.000196939
xsgaq_revtq_lag02,108,0.000196939
ivltq_yoy_lag07,108,0.000196939
txpq_atq_lag08,108,0.000196939
oibdpq_revtq_lag11,108,0.000196939
actq_atq_lag01,107,0.000195116
ltq_atq_lag03,107,0.000195116
atq_lag09,107,0.000195116
req_atq_lag10,107,0.000195116
oibdpq_revtq_lag04,106,0.000193292
ppentq_atq_lag15,106,0.000193292
actq_atq_lag16,106,0.000193292
atq_lag17,106,0.000193292
xsgaq_revtq_lag06,105,0.000191469
invchy_q_yoy_lag07,105,0.000191469
dlttq_atq_lag08,105,0.000191469
revtq_lag10,105,0.000191469
chechy_q_yoy_lag11,105,0.000191469
actq_atq_lag18,105,0.000191469
dlttq_atq_lag18,105,0.000191469
dlttq_atq_lag10,104,0.000189645
seqq_atq_lag12,104,0.000189645
xrdq_yoy_lag17,104,0.000189645
tstkq_qoq,103,0.000187822
atq_lag01,103,0.000187822
xrdq_revtq_lag01,103,0.000187822
stkcoq_revtq_lag02,103,0.000187822
stkcoq_yoy_lag05,103,0.000187822
seqq_atq_lag06,103,0.000187822
fincfy_q_yoy_lag07,103,0.000187822
lltq_atq_lag11,103,0.000187822
chechy_q_yoy_lag14,103,0.000187822
req_atq_lag18,103,0.000187822
xsgaq_revtq_lag04,102,0.000185998
xrdq_revtq_lag05,102,0.000185998
dvy_q_qoq_lag08,102,0.000185998
intanq_yoy_lag10,102,0.000185998
ltq_atq_lag13,102,0.000185998
ltq_atq_lag16,102,0.000185998
invtq_atq_lag18,102,0.000185998
recdq_yoy,101,0.000184175
txpq_yoy_lag02,101,0.000184175
ivltq_yoy_lag06,101,0.000184175
invchy_q_yoy_lag18,101,0.000184175
fincfy_q_yoy_lag19,101,0.000184175
gdwlq_yoy,100,0.000182351
stkcoq_yoy_lag09,100,0.000182351
xrdq_yoy_lag09,100,0.000182351
atq_lag13,100,0.000182351
ivltq_yoy_lag13,100,0.000182351
xrdq_revtq_lag14,100,0.000182351
revtq_lag15,100,0.000182351
oibdpq_revtq_lag15,100,0.000182351
xintq_revtq_lag15,100,0.000182351
atq_lag16,100,0.000182351
xrdq_yoy_lag01,99,0.000180528
ivncfy_q_revtq_lag01,99,0.000180528
recchy_q_revtq_lag01,99,0.000180528
intanq_yoy_lag04,99,0.000180528
ivltq_yoy_lag09,99,0.000180528
ppentq_atq_lag10,99,0.000180528
oibdpq_revtq_lag13,99,0.000180528
recchy_q_yoy,98,0.000178704
xrdq_revtq,98,0.000178704
dpq_revtq_lag06,98,0.000178704
fincfy_q_revtq_lag06,98,0.000178704
recchy_q_revtq_lag06,98,0.000178704
revtq_lag08,98,0.000178704
xintq_revtq_lag10,98,0.000178704
stkcoq_yoy_lag11,98,0.000178704
txpq_yoy_lag11,98,0.000178704
dlttq_atq_lag11,98,0.000178704
dpactq_revtq_lag12,98,0.000178704
fincfy_q_revtq_lag12,98,0.000178704
xrdq_yoy_lag13,98,0.000178704
ppentq_atq_lag16,98,0.000178704
txpq_qoq_lag19,98,0.000178704
actq_atq_lag02,97,0.000176881
stkcoq_revtq_lag03,97,0.000176881
fincfy_q_yoy_lag04,97,0.000176881
xsgaq_revtq_lag05,97,0.000176881
stkcoq_qoq_lag07,97,0.000176881
ppentq_atq_lag07,97,0.000176881
lltq_atq_lag08,97,0.000176881
xintq_revtq_lag08,97,0.000176881
dvy_q_qoq_lag11,97,0.000176881
chechy_q_yoy_lag13,97,0.000176881
xintq_revtq_lag13,97,0.000176881
revtq_lag14,97,0.000176881
txpq_yoy_lag16,97,0.000176881
req_atq_lag16,97,0.000176881
recchy_q_revtq_lag16,97,0.000176881
ivchy_q_yoy_lag18,97,0.000176881
seqq_atq_lag18,97,0.000176881
stkcoq_qoq,96,0.000175057
acomincq_yoy,96,0.000175057
req_atq_lag02,96,0.000175057
actq_atq_lag03,96,0.000175057
ppentq_atq_lag04,96,0.000175057
oibdpq_revtq_lag08,96,0.000175057
atq_lag10,96,0.000175057
txpq_qoq_lag12,96,0.000175057
lltq_atq_lag13,96,0.000175057
ancq_atq_lag18,96,0.000175057
dvy_q_qoq_lag19,96,0.000175057
ppentq_atq_lag02,95,0.000173234
req_atq_lag04,95,0.000173234
seqq_atq_lag04,95,0.000173234
intanq_yoy_lag07,95,0.000173234
xsgaq_revtq_lag08,95,0.000173234
actq_atq_lag10,95,0.000173234
fincfy_q_yoy_lag17,95,0.000173234
ltq_atq_lag17,95,0.000173234
recchy_q_yoy_lag18,95,0.000173234
mibq_atq_lag18,95,0.000173234
ancq_atq_lag19,95,0.000173234
ancq_atq_lag02,94,0.00017141
lltq_atq_lag02,94,0.00017141
chechy_q_yoy_lag03,94,0.00017141
txpq_atq_lag09,94,0.00017141
txpq_qoq_lag10,94,0.00017141
xrdq_yoy_lag15,94,0.00017141
fincfy_q_revtq_lag18,94,0.00017141
ancq_atq_lag01,93,0.000169587
intanq_yoy_lag02,93,0.000169587
dvy_q_qoq_lag03,93,0.000169587
seqq_atq_lag03,93,0.000169587
stkcoq_yoy_lag04,93,0.000169587
ltq_atq_lag11,93,0.000169587
tstkq_atq_lag11,93,0.000169587
txpq_yoy_lag12,93,0.000169587
xrdq_revtq_lag12,93,0.000169587
dvy_q_qoq_lag13,93,0.000169587
dvy_q_revtq_lag13,93,0.000169587
dpq_revtq_lag15,93,0.000169587
xrdq_yoy_lag16,93,0.000169587
revtq_lag17,93,0.000169587
xrdq_yoy_lag19,93,0.000169587
xrdq_yoy,92,0.000167763
stkcoq_qoq_lag01,92,0.000167763
seqq_atq_lag07,92,0.000167763
xrdq_revtq_lag09,92,0.000167763
acomincq_yoy_lag16,92,0.000167763
fincfy_q_yoy_lag16,92,0.000167763
fincfy_q_qoq_lag17,92,0.000167763
seqq_atq_lag17,92,0.000167763
recchy_q_revtq_lag17,92,0.000167763
dlttq_atq_lag03,91,0.00016594
ivchy_q_yoy_lag07,91,0.00016594
ppentq_atq_lag11,91,0.00016594
oibdpq_revtq_lag12,91,0.00016594
lltq_atq_lag15,91,0.00016594
lltq_atq_lag18,91,0.00016594
drcq_atq,90,0.000164116
txpq_qoq_lag04,90,0.000164116
intanq_yoy_lag05,90,0.000164116
ltq_atq_lag06,90,0.000164116
dpactq_revtq_lag06,90,0.000164116
stkcoq_yoy_lag07,90,0.000164116
lltq_atq_lag07,90,0.000164116
req_atq_lag07,90,0.000164116
chechy_q_yoy_lag09,90,0.000164116
stkcoq_qoq_lag10,90,0.000164116
txpq_qoq_lag02,89,0.000162293
oibdpq_revtq_lag09,89,0.000162293
xsgaq_revtq_lag10,89,0.000162293
intanq_yoy_lag14,89,0.000162293
actq_atq_lag14,89,0.000162293
invtq_atq_lag15,89,0.000162293
dvy_q_revtq_lag15,89,0.000162293
chechy_q_yoy_lag17,89,0.000162293
intanq_yoy_lag17,89,0.000162293
recchy_q_yoy_lag17,89,0.000162293
atq_lag18,89,0.000162293
tstkq_qoq_lag05,88,0.000160469
recdq_yoy_lag05,88,0.000160469
dpactq_revtq_lag05,88,0.000160469
ancq_atq_lag07,88,0.000160469
txpq_qoq_lag11,88,0.000160469
intanq_yoy_lag11,88,0.000160469
dvy_q_qoq_lag12,88,0.000160469
doq_revtq_lag03,87,0.000158646
txpq_qoq_lag05,87,0.000158646
ancq_atq_lag05,87,0.000158646
xrdq_yoy_lag07,87,0.000158646
xrdq_yoy_lag08,87,0.000158646
recdq_yoy_lag09,87,0.000158646
xintq_revtq_lag11,87,0.000158646
dpq_revtq_lag12,87,0.000158646
dlttq_atq_lag13,87,0.000158646
ivncfy_q_revtq_lag14,87,0.000158646
chechy_q_yoy_lag16,87,0.000158646
seqq_atq_lag16,87,0.000158646
actq_atq_lag17,87,0.000158646
intanq_yoy_lag01,86,0.000156822
txpq_qoq_lag08,86,0.000156822
revtq_lag11,86,0.000156822
dlttq_atq_lag14,86,0.000156822
recdq_yoy_lag15,86,0.000156822
xrdq_revtq_lag15,86,0.000156822
invtq_atq,85,0.000154999
stkcoq_qoq_lag04,85,0.000154999
fincfy_q_yoy_lag06,85,0.000154999
chechy_q_yoy_lag10,85,0.000154999
stkcoq_yoy_lag12,85,0.000154999
lltq_atq_lag14,85,0.000154999
lltq_atq_lag16,85,0.000154999
recdq_yoy_lag01,84,0.000153175
req_atq_lag01,84,0.000153175
ppentq_atq_lag03,84,0.000153175
dlttq_atq_lag06,84,0.000153175
fincfy_q_revtq_lag07,84,0.000153175
recchy_q_revtq_lag07,84,0.000153175
stkcoq_qoq_lag17,84,0.000153175
intanq_yoy_lag19,84,0.000153175
tstkq_yoy,83,0.000151352
chechy_q_yoy_lag01,83,0.000151352
tstkq_yoy_lag01,83,0.000151352
xrdq_yoy_lag06,83,0.000151352
invtq_atq_lag09,83,0.000151352
chechy_q_qoq_lag13,83,0.000151352
ppentq_atq_lag13,83,0.000151352
ppentq_atq_lag14,83,0.000151352
ppentq_atq_lag18,83,0.000151352
stkcoq_qoq_lag19,83,0.000151352
recdq_qoq,82,0.000149528
gdwlq_yoy_lag02,82,0.000149528
miiq_revtq_lag02,82,0.000149528
xrdq_qoq_lag03,82,0.000149528
revtq_lag04,82,0.000149528
cshopq_qoq_lag04,82,0.000149528
actq_atq_lag04,82,0.000149528
stkcoq_revtq_lag07,82,0.000149528
intanq_yoy_lag08,82,0.000149528
txpq_qoq_lag09,82,0.000149528
invtq_atq_lag11,82,0.000149528
intanq_yoy_lag13,82,0.000149528
xiq_revtq,81,0.000147705
dpactq_revtq_lag03,81,0.000147705
recchy_q_revtq_lag03,81,0.000147705
tstkq_atq_lag04,81,0.000147705
invchy_q_revtq_lag06,81,0.000147705
chechy_q_yoy_lag08,81,0.000147705
stkcoq_yoy_lag08,81,0.000147705
recchy_q_revtq_lag11,81,0.000147705
recchy_q_revtq_lag15,81,0.000147705
xrdq_revtq_lag17,81,0.000147705
atq_lag02,80,0.000145881
stkcoq_revtq_lag04,80,0.000145881
req_atq_lag05,80,0.000145881
tstkq_atq_lag06,80,0.000145881
invtq_atq_lag08,80,0.000145881
req_atq_lag11,80,0.000145881
xrdq_revtq_lag11,80,0.000145881
tstkq_qoq_lag12,80,0.000145881
dlttq_atq_lag12,80,0.000145881
stkcoq_yoy_lag13,80,0.000145881
tstkq_yoy_lag15,80,0.000145881
cshopq_qoq,79,0.000144058
chechy_q_yoy_lag02,79,0.000144058
intanq_yoy_lag03,79,0.000144058
ivchy_q_yoy_lag03,79,0.000144058
xrdq_revtq_lag04,79,0.000144058
dlttq_atq_lag07,79,0.000144058
dpq_revtq_lag10,79,0.000144058
ancq_atq_lag11,79,0.000144058
xrdq_revtq_lag13,79,0.000144058
stkcoq_qoq_lag15,79,0.000144058
intanq_yoy_lag15,79,0.000144058
ppentq_atq_lag17,79,0.000144058
tstkq_qoq_lag02,78,0.000142234
req_atq_lag03,78,0.000142234
chechy_q_qoq_lag04,78,0.000142234
xrdq_yoy_lag05,78,0.000142234
xintq_revtq_lag14,78,0.000142234
chechy_q_qoq_lag17,78,0.000142234
stkcoq_yoy_lag17,78,0.000142234
ivltq_yoy_lag01,77,0.000140411
chechy_q_qoq_lag02,77,0.000140411
stkcoq_revtq_lag05,77,0.000140411
txpq_yoy_lag06,77,0.000140411
dpactq_revtq_lag07,77,0.000140411
dpactq_revtq_lag08,77,0.000140411
invchy_q_revtq_lag08,77,0.000140411
tstkq_yoy_lag11,77,0.000140411
actq_atq_lag11,77,0.000140411
chechy_q_qoq_lag15,77,0.000140411
invchy_q_revtq_lag17,77,0.000140411
recchy_q_revtq_lag18,77,0.000140411
recdq_yoy_lag19,77,0.000140411
stkcoq_yoy_lag19,77,0.000140411
recchy_q_revtq_lag19,77,0.000140411
gdwlq_yoy_lag01,76,0.000138587
sppivy_q_qoq_lag02,76,0.000138587
fincfy_q_yoy_lag02,76,0.000138587
xrdq_yoy_lag03,76,0.000138587
dvy_q_revtq_lag03,76,0.000138587
chechy_q_qoq_lag06,76,0.000138587
intanq_yoy_lag09,76,0.000138587
oibdpq_revtq_lag10,76,0.000138587
fincfy_q_qoq_lag11,76,0.000138587
actq_atq_lag15,76,0.000138587
req_atq_lag15,76,0.000138587
chechy_q_qoq_lag19,76,0.000138587
tstkq_atq_lag05,75,0.000136763
stkcoq_revtq_lag06,75,0.000136763
ivchy_q_qoq_lag08,75,0.000136763
dvy_q_qoq_lag09,75,0.000136763
stkcoq_yoy_lag10,75,0.000136763
recdq_yoy_lag11,75,0.000136763
atq_lag12,75,0.000136763
ppentq_atq_lag12,75,0.000136763
ancq_atq_lag14,75,0.000136763
dvy_q_revtq_lag14,75,0.000136763
tstkq_qoq_lag18,75,0.000136763
recdq_yoy_lag02,74,0.00013494
dvy_q_revtq_lag02,74,0.00013494
ppentq_atq_lag05,74,0.00013494
chechy_q_yoy_lag07,74,0.00013494
sppivy_q_yoy_lag07,74,0.00013494
actq_atq_lag09,74,0.00013494
req_atq_lag09,74,0.00013494
recchy_q_revtq_lag09,74,0.00013494
xrdq_qoq_lag11,74,0.00013494
stkcoq_revtq_lag11,74,0.00013494
chechy_q_yoy_lag12,74,0.00013494
actq_atq_lag13,74,0.00013494
chechy_q_qoq_lag16,74,0.00013494
xrdq_qoq_lag16,74,0.00013494
txdbq_qoq_lag17,74,0.00013494
drcq_qoq,73,0.000133116
cshopq_yoy,73,0.000133116
