,loss,accuracy_train,accuracy_valid,batch_size,dropout_GRU,dropout_dense,neurons_Dense_layer,neurons_GRU_layer,num_GRU_layer,optimizer,reduced_dimension,rounding_precision,verbosity
0,0.6552245813553133,0.43590992087644553,0.34477541864468675,512.0,0.0,0.0,150.0,8.0,1.0,adam,100.0,2.0,-1.0
1,0.6508164223485837,0.4252151986783758,0.34918357765141633,512.0,0.0,0.0,25.0,32.0,1.0,RMSprop,100.0,1.0,-1.0
2,0.6563983515050342,0.34692635423006696,0.34360164849496583,256.0,0.1,0.0,25.0,8.0,1.0,sgd,100.0,2.0,-1.0
3,0.6542073138922218,0.4768107121119903,0.3457926861077782,512.0,0.1,0.0,25.0,128.0,1.0,RMSprop,50.0,1.0,-1.0
4,0.6559549272262507,0.35440396487261977,0.3440450727737493,128.0,0.2,0.0,75.0,32.0,2.0,sgd,100.0,2.0,-1.0
