,accuracy_train,accuracy_valid,accuracy_test
0,0.3844239081848146,0.35151114666554817,0.37388195056257245
1,0.3922474422172462,0.3557659089379952,0.3800541581296892
2,0.3949930868119907,0.35532141264401335,0.38323598310278356
3,0.390989200486481,0.3614975450081833,0.38218691835955493
4,0.3963878879495295,0.36444384175167005,0.3855254635228077
5,0.39045760138927793,0.3575211685756977,0.3786927473235128
