,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,precision_score_test,recall_score_test,f1_score_test,status
0,0.8,8.0,dart,0.4,0.4,0.5,1.0,255.0,multi_error,250.0,0.05,3.0,400.0,2.0,multiclass,709.0,-0.5221164183689141,0.9966721703848763,0.5209077295242484,0.5221164183689141,0.5221164183689141,0.5221164183689141,0.5221164183689141,ok
1,0.6,5.0,gbdt,0.6,0.0,0.5,0.01,255.0,multi_error,500.0,0.2,3.0,400.0,2.0,multiclass,709.0,-0.49182153279066193,0.5608288855610593,0.49441308604999423,0.49182153279066193,0.49182153279066193,0.49182153279066193,0.49182153279066193,ok
